  TARGET                RA         DEC       MJD  FILTER  APER       FLUX  FLUXERR         MAG   MAGERR  MAGSYS       ZP      SKY SKYERR  IMAGE
S2                177.39772    22.39578  57547.091   F160W   inf     0.7203   0.2328     26.3024   0.3509     AB   25.9462   0.0065 0.0152  refsdal_f160w_e65-e00_sub_masked.fits
S2                177.39772    22.39578  57549.045   F160W   inf     0.4863   0.1041     26.7289   0.2323     AB   25.9462   0.0047 0.0150  refsdal_f160w_e66-e00_sub_masked.fits
S2                177.39772    22.39578  57550.102   F160W   inf     0.5821   0.2223     26.5337   0.4147     AB   25.9462   0.0054 0.0156  refsdal_f160w_e67-e00_sub_masked.fits
S2                177.39772    22.39578  57551.707   F160W   inf     0.7849   0.2160     26.2091   0.2988     AB   25.9462   0.0061 0.0152  refsdal_f160w_e68-e00_sub_masked.fits
S2                177.39772    22.39578  57553.785   F160W   inf     0.7347   0.2058     26.2810   0.3041     AB   25.9462   0.0061 0.0157  refsdal_f160w_e69-e00_sub_masked.fits
S2                177.39772    22.39578  57555.946   F160W   inf     0.5003   0.1787     26.6981   0.3877     AB   25.9462   0.0080 0.0154  refsdal_f160w_e70-e00_sub_masked.fits
S2                177.39772    22.39578  57557.527   F160W   inf     0.5919   0.3081     26.5156   0.5651     AB   25.9462   0.0091 0.0158  refsdal_f160w_e71-e00_sub_masked.fits
S2                177.39772    22.39578  57566.219   F160W   inf     0.6374   0.2488     26.4351   0.4237     AB   25.9462   0.0040 0.0196  refsdal_f160w_e72-e00_sub_despiked.fits
S2                177.39772    22.39578  57569.265   F160W   inf     0.3552   0.3720     27.0701   1.1372     AB   25.9462   0.0046 0.0193  refsdal_f160w_e73-e00_sub_despiked.fits
S2                177.39772    22.39578  56985.497   F814W   inf     0.0677   0.0239     28.0308   0.3828     AB   25.1072   0.0001 0.0025  refsdal_f814w_e05-e00_sub_masked.fits
S2                177.39772    22.39578  57014.281   F814W   inf     0.1072   0.0165     27.5317   0.1674     AB   25.1072   0.0002 0.0019  refsdal_f814w_e14-e00_sub_masked.fits
S2                177.39772    22.39578  57132.030   F814W   inf     0.3396   0.0312     27.1195   0.0997     AB   25.9470  -0.0001 0.0030  refsdal_f814w_e34-e00_sub_masked.fits
S2                177.39772    22.39578  57134.656   F814W   inf     0.3943   0.0235     26.9574   0.0648     AB   25.9470   0.0002 0.0027  refsdal_f814w_e35-e00_sub_masked.fits
S2                177.39772    22.39578  57137.591   F814W   inf     0.3867   0.0238     26.9786   0.0667     AB   25.9470   0.0002 0.0025  refsdal_f814w_e36-e00_sub_masked.fits
S2                177.39772    22.39578  57142.000   F814W   inf     0.3159   0.0181     27.1982   0.0622     AB   25.9470   0.0003 0.0025  refsdal_f814w_e37-e00_sub_masked.fits
S2                177.39772    22.39578  57150.483   F814W   inf     0.3183   0.0340     27.1898   0.1161     AB   25.9470   0.0004 0.0028  refsdal_f814w_e38-e00_sub_masked.fits
S2                177.39772    22.39578  57158.611   F814W   inf     0.2339   0.0329     27.5244   0.1525     AB   25.9470   0.0003 0.0030  refsdal_f814w_e39-e00_sub_masked.fits
S2                177.39772    22.39578  57137.591   F814W   inf     0.3936   0.0278     26.9593   0.0766     AB   25.9470   0.0002 0.0025  refsdal_f814w_e40-e00_sub_masked.fits
S2                177.39772    22.39578  57142.000   F814W   inf     0.3178   0.0251     27.1917   0.0859     AB   25.9470   0.0003 0.0025  refsdal_f814w_e41-e00_sub_masked.fits
S2                177.39772    22.39578  57150.483   F814W   inf     0.3212   0.0265     27.1800   0.0895     AB   25.9470   0.0004 0.0028  refsdal_f814w_e42-e00_sub_masked.fits
S2                177.39772    22.39578  57158.611   F814W   inf     0.2377   0.0325     27.5068   0.1484     AB   25.9470   0.0002 0.0030  refsdal_f814w_e43-e00_sub_masked.fits
S2                177.39772    22.39578  57524.375   F814W   inf     0.0006   0.0473     34.0788  91.9651     AB   25.9470   0.0000 0.0041  refsdal_f814w_e55-e00_sub_masked.fits
S2                177.39772    22.39578  57531.494   F814W   inf     0.0797   0.0769     28.6931   1.0477     AB   25.9470   0.0001 0.0067  refsdal_f814w_e58-e00_sub_masked.fits
S2                177.39772    22.39578  56985.434   F606W   inf     0.0252   0.0673     30.0588   2.8977     AB   26.0626   0.0005 0.0044  refsdal_f606w_e05-e00_sub_masked.fits
S2                177.39772    22.39578  56985.434   F606W   inf     0.0499   0.0640     29.3171   1.3931     AB   26.0626  -0.0016 0.0056  refsdal_f606w_e08-e00_sub_masked.fits
S2                177.39772    22.39578  57150.500   F606W   inf     0.0372   0.0683     30.0666   1.9935     AB   26.4930   0.0005 0.0047  refsdal_f606w_e38-e00_sub_masked.fits
S2                177.39772    22.39578  57158.479   F606W   inf     0.0324   0.0793     30.2164   2.6580     AB   26.4930   0.0007 0.0050  refsdal_f606w_e39-e00_sub_masked.fits
S2                177.39772    22.39578  57150.500   F606W   inf     0.0425   0.0698     29.9224   1.7843     AB   26.4930   0.0004 0.0047  refsdal_f606w_e42-e00_sub_masked.fits
S2                177.39772    22.39578  57158.479   F606W   inf     0.0333   0.0804     30.1865   2.6199     AB   26.4930   0.0006 0.0051  refsdal_f606w_e43-e00_sub_masked.fits
S2                177.39772    22.39578  57524.276   F606W   inf     0.0589   0.0763     29.5677   1.4062     AB   26.4930   0.0001 0.0066  refsdal_f606w_e55-e00_sub_masked.fits
S2                177.39772    22.39578  57531.709   F606W   inf    -0.0447   0.1214     27.0927  -9.0000     AB   25.9959   0.0013 0.0053  refsdal_f606w_e58-e00_sub_masked.fits
S2                177.39772    22.39578  57534.286   F606W   inf     0.0062   0.0817     31.5320  14.4187     AB   26.0044   0.0002 0.0061  refsdal_f606w_e59-e00_sub_masked.fits
S2                177.39772    22.39578  57536.096   F606W   inf    -0.0792   0.1260     27.0610  -9.0000     AB   26.0044   0.0002 0.0071  refsdal_f606w_e60-e00_sub_masked.fits
S2                177.39772    22.39578  57537.090   F606W   inf     0.0224   0.0860     30.1277   4.1660     AB   26.0044   0.0002 0.0068  refsdal_f606w_e61-e00_sub_masked.fits
S2                177.39772    22.39578  57131.540   F435W   inf     0.0385   0.0411     29.2017   1.1608     AB   25.6650  -0.0005 0.0043  refsdal_f435w_e34-e00_sub_masked.fits
S2                177.39772    22.39578  57137.606   F435W   inf     0.0327   0.0518     29.3778   1.7177     AB   25.6650  -0.0001 0.0039  refsdal_f435w_e36-e00_sub_masked.fits
S2                177.39772    22.39578  57142.015   F435W   inf     0.0333   0.0356     29.3593   1.1627     AB   25.6650  -0.0001 0.0035  refsdal_f435w_e37-e00_sub_masked.fits
S2                177.39772    22.39578  57131.540   F435W   inf     0.0360   0.0438     29.2745   1.3205     AB   25.6650  -0.0005 0.0043  refsdal_f435w_e39-e00_sub_masked.fits
S2                177.39772    22.39578  57137.606   F435W   inf     0.0261   0.0412     29.6253   1.7152     AB   25.6650  -0.0000 0.0039  refsdal_f435w_e40-e00_sub_masked.fits
S2                177.39772    22.39578  57142.015   F435W   inf     0.0304   0.0362     29.4582   1.2932     AB   25.6650  -0.0001 0.0035  refsdal_f435w_e41-e00_sub_masked.fits
S2                177.39772    22.39578  57531.462   F435W   inf    -0.0675   0.1499     26.5327  -9.0000     AB   25.6650   0.0006 0.0071  refsdal_f435w_e58-e00_sub_masked.fits
