mhjd     flux     flux_err     flag
====     ====     ========     ====
57144.852855 0.015661 0.005464 0.000000
57145.920855 0.020227 0.004307 0.000000
57147.360395 0.017520 0.004231 0.000000
57148.903855 0.018081 0.003531 0.000000
57150.995875 0.014584 0.002700 0.000000
57153.819669 0.017980 0.003118 0.000000
57155.177016 0.016569 0.004485 0.000000
57156.829323 0.012902 0.003119 0.000000
57162.816855 0.008005 0.005631 0.000000
57164.242444 0.016922 0.004585 0.000000
57170.712855 0.017518 0.005738 0.000000
57173.164855 0.026178 0.006575 0.000000
57537.714659 -0.011370 0.004722 0.000000
57544.821855 -0.008873 0.012236 0.000000
