mhjd     flux     flux_err     flag
====     ====     ========     ====
57009.122018 0.006195 0.004362 0.000000
57555.868880 -0.006284 0.008322 0.000000
57558.121880 -0.006967 0.008243 0.000000
57560.647854 0.001557 0.005646 0.000000
57604.030880 0.005903 0.013909 0.000000
57615.905880 -0.003497 0.008939 0.000000
57780.753880 0.004588 0.009189 0.000000
57800.516880 0.010293 0.001499 0.000000
57877.058880 0.021165 0.008742 0.000000
57895.858880 0.023111 0.006967 0.000000
57916.400880 0.011227 0.010451 0.000000
57934.737880 -0.008440 0.008598 0.000000
