mhjd     flux     flux_err     flag
====     ====     ========     ====
56724.913546 -0.000674 0.007543 0.000000
56726.960855 0.008949 0.011376 0.000000
56977.488855 -0.008814 0.020517 0.000000
56982.202855 0.086074 0.030595 0.000000
56985.385855 0.003239 0.024489 0.000000
56995.633855 0.036102 0.017594 0.000000
57016.195855 0.040379 0.005011 0.000000
57020.309855 0.031091 0.006625 0.000000
57028.409051 0.032237 0.004412 0.000000
57031.125855 0.047015 0.006173 0.000000
57033.910855 0.047027 0.008487 0.000000
57037.093855 0.051586 0.005620 0.000000
57039.305270 0.050540 0.004140 0.000000
57041.139855 0.050627 0.005270 0.000000
57145.423855 0.106072 0.013520 0.000000
57162.392855 0.092056 0.013734 0.000000
57181.606855 0.092293 0.019106 0.000000
57221.385855 0.147930 0.015935 0.000000
57229.605855 0.076403 0.011838 0.000000
57443.915855 0.026622 0.005654 0.000000
57446.074855 0.030911 0.006625 0.000000
57537.799855 0.001761 0.014412 0.000000
