mhjd     flux     flux_err     flag
====     ====     ========     ====
57155.360880 0.048489 0.005844 0.000000
57156.428880 0.049311 0.004642 0.000000
57157.953450 0.038943 0.004084 0.000000
57159.411880 0.050772 0.004261 0.000000
57161.277214 0.045940 0.003233 0.000000
57164.301543 0.038275 0.003362 0.000000
57165.729955 0.048746 0.004565 0.000000
57167.339409 0.042308 0.003306 0.000000
57173.324880 0.040042 0.005494 0.000000
57174.734097 0.035330 0.004099 0.000000
57181.220880 0.022449 0.004825 0.000000
57183.672880 0.032494 0.005357 0.000000
57548.232677 0.007919 0.004784 0.000000
57555.329880 -0.014869 0.012358 0.000000
