mhjd     flux     flux_err     flag
====     ====     ========     ====
56630.829911 0.000547 0.009158 0.000000
57023.604911 0.257242 0.027535 0.000000
57025.660911 0.279795 0.019713 0.000000
57026.721911 0.295787 0.024148 0.000000
57029.440911 0.300982 0.021308 0.000000
57032.506628 0.312385 0.018637 0.000000
57035.578911 0.262041 0.022599 0.000000
57039.692911 0.313800 0.019835 0.000000
57044.603911 0.363052 0.016873 0.000000
57048.024873 0.361416 0.010444 0.000000
57049.484911 0.393897 0.036237 0.000000
57050.772318 0.308790 0.018962 0.000000
57053.076961 0.390365 0.017188 0.000000
57053.629911 0.305204 0.053155 0.000000
57056.476911 0.337477 0.018194 0.000000
57058.889831 0.371902 0.011923 0.000000
57060.522911 0.416769 0.017663 0.000000
57066.654911 0.515046 0.020093 0.000000
57069.308911 0.502851 0.029144 0.000000
57077.398911 0.541305 0.028157 0.000000
57081.906911 0.515517 0.033913 0.000000
57095.091911 0.607886 0.032789 0.000000
57109.100911 0.557176 0.031407 0.000000
57123.112911 0.544510 0.022675 0.000000
57137.001911 0.388582 0.017374 0.000000
57150.918911 0.469879 0.023024 0.000000
57164.800911 0.693816 0.039289 0.000000
57181.769911 0.645247 0.021687 0.000000
57200.988911 0.640341 0.020670 0.000000
57220.879911 0.570556 0.029737 0.000000
57240.786911 0.585348 0.024634 0.000000
57248.913911 0.635466 0.034308 0.000000
57256.689911 0.508470 0.025970 0.000000
57358.533911 0.165101 0.014747 0.000000
57373.646911 0.142517 0.021854 0.000000
57399.753911 0.135106 0.027853 0.000000
57434.844911 0.194959 0.019804 0.000000
57458.923911 0.174077 0.026107 0.000000
57465.440911 0.178921 0.015430 0.000000
57477.299911 0.164402 0.028461 0.000000
57491.787911 0.102894 0.018923 0.000000
57505.236911 0.111080 0.025165 0.000000
57525.992911 0.131871 0.016159 0.000000
57540.268911 0.082862 0.023662 0.000000
57553.990911 0.129547 0.023024 0.000000
57557.238911 0.093068 0.016493 0.000000
57559.891911 0.089104 0.028750 0.000000
57573.823911 0.104109 0.020655 0.000000
57577.797911 0.130231 0.023920 0.000000
57579.784911 0.121589 0.021217 0.000000
57581.738911 0.096895 0.023009 0.000000
57582.795911 0.117079 0.011876 0.000000
57584.400911 0.129168 0.014382 0.000000
57586.478911 0.145600 0.013912 0.000000
57588.639911 0.110594 0.014656 0.000000
57590.220911 0.124794 0.026638 0.000000
57598.912911 0.124657 0.015415 0.000000
57601.958911 0.089043 0.024497 0.000000
57605.934911 0.091746 0.023419 0.000000
57610.431911 0.115697 0.037801 0.000000
57615.822911 0.100084 0.027474 0.000000
57618.741911 0.104002 0.034293 0.000000
57621.896911 0.131203 0.011816 0.000000
57723.907911 0.066232 0.019819 0.000000
57759.766911 0.080523 0.022523 0.000000
