mhjd     flux     flux_err     flag
====     ====     ========     ====
57013.748911 0.180860 0.013270 0.000000
57015.232572 0.187071 0.008036 0.000000
57016.003911 0.151104 0.010791 0.000000
57023.589911 0.236665 0.016275 0.000000
57025.645911 0.220998 0.010955 0.000000
57026.706911 0.229334 0.020554 0.000000
57029.425911 0.204746 0.012580 0.000000
57032.378472 0.231089 0.013239 0.000000
57038.555911 0.217198 0.008266 0.000000
57053.055991 0.305063 0.016960 0.000000
57054.492911 0.328796 0.033438 0.000000
57058.540530 0.281370 0.020420 0.000000
57059.598911 0.322798 0.032047 0.000000
57062.237911 0.220039 0.013083 0.000000
57066.638911 0.406756 0.021864 0.000000
57069.292911 0.457136 0.015609 0.000000
57077.382911 0.441656 0.019011 0.000000
57081.891911 0.443597 0.017690 0.000000
57095.052911 0.425662 0.018941 0.000000
57109.084911 0.490890 0.023395 0.000000
57123.080911 0.517606 0.014416 0.000000
57136.963911 0.278018 0.014650 0.000000
57150.834911 0.235729 0.018029 0.000000
57164.779911 0.544567 0.025979 0.000000
57181.748911 0.505295 0.022659 0.000000
57220.863911 0.438698 0.015971 0.000000
57248.897911 0.407388 0.031182 0.000000
57256.652911 0.371295 0.013235 0.000000
57358.517911 0.067333 0.015363 0.000000
57373.630911 0.080463 0.014860 0.000000
57399.737911 0.087162 0.014147 0.000000
57434.805911 0.096083 0.015024 0.000000
57458.907911 0.096773 0.014755 0.000000
57463.281911 0.088343 0.010254 0.000000
57477.268911 0.068841 0.013258 0.000000
57491.719911 0.062001 0.014509 0.000000
57505.221911 0.073097 0.019782 0.000000
57525.954911 0.069180 0.014170 0.000000
57540.220911 0.031544 0.018555 0.000000
57553.960911 0.031264 0.007927 0.000000
57557.254770 0.032434 0.009260 0.000000
57559.876911 0.033684 0.014802 0.000000
57564.711911 0.073810 0.017467 0.000000
57566.963911 0.032585 0.009447 0.000000
57569.238375 0.052693 0.011696 0.000000
57571.003911 0.062644 0.025441 0.000000
57573.786911 0.034023 0.020963 0.000000
57577.760911 0.014580 0.014042 0.000000
57579.747911 0.024576 0.007179 0.000000
57581.698911 0.047352 0.019104 0.000000
57582.732911 0.063556 0.009084 0.000000
57584.359911 0.052098 0.015959 0.000000
57586.424911 0.041132 0.010125 0.000000
57588.600911 0.042009 0.013937 0.000000
57590.191911 0.057804 0.011505 0.000000
57598.896911 0.028773 0.016029 0.000000
57601.943911 0.058728 0.013644 0.000000
57605.918911 0.034865 0.024564 0.000000
57610.400911 0.031919 0.008897 0.000000
57612.872911 0.018952 0.016976 0.000000
57615.787911 0.030141 0.017912 0.000000
57618.705911 0.045002 0.009973 0.000000
57621.881911 0.047410 0.014860 0.000000
57624.728911 0.037332 0.010698 0.000000
57723.891911 -0.001064 0.017584 0.000000
57753.505911 0.005682 0.012498 0.000000
57759.730911 0.028458 0.017316 0.000000
57789.594911 0.018321 0.009412 0.000000
