mhjd     flux     flux_err     flag
====     ====     ========     ====
56574.254843 0.017541 0.008064 0.000000
56967.029843 0.369051 0.022006 0.000000
56969.085843 0.347120 0.021718 0.000000
56970.146843 0.280706 0.018954 0.000000
56972.865843 0.341820 0.025454 0.000000
56975.945005 0.367067 0.016030 0.000000
56979.003843 0.276788 0.012287 0.000000
56983.117843 0.314650 0.011360 0.000000
56988.028843 0.302925 0.009492 0.000000
56991.391510 0.346700 0.005996 0.000000
56992.909843 0.413990 0.034111 0.000000
56994.068196 0.363491 0.012302 0.000000
56996.748839 0.376748 0.012030 0.000000
56999.901843 0.308970 0.013608 0.000000
57002.022015 0.359753 0.008955 0.000000
57003.947843 0.396479 0.010950 0.000000
57010.079843 0.378832 0.018802 0.000000
57012.733843 0.408067 0.031255 0.000000
57020.823843 0.438487 0.025985 0.000000
57025.331843 0.442557 0.026988 0.000000
57038.516843 0.477853 0.023388 0.000000
57052.525843 0.478794 0.025560 0.000000
57066.537843 0.533757 0.017906 0.000000
57080.426843 0.527621 0.020837 0.000000
57094.343843 0.519132 0.026350 0.000000
57108.225843 0.544616 0.033230 0.000000
57125.194843 0.634236 0.024163 0.000000
57144.413843 0.574869 0.020123 0.000000
57164.304843 0.573578 0.023601 0.000000
57184.211843 0.520104 0.023571 0.000000
57192.338843 0.531524 0.035599 0.000000
57200.114843 0.499282 0.026061 0.000000
57301.958843 0.172360 0.026714 0.000000
57317.071843 0.180060 0.018999 0.000000
57343.178843 0.160165 0.015233 0.000000
57378.269843 0.133466 0.013851 0.000000
57402.348843 0.098505 0.015886 0.000000
57408.865843 0.147393 0.022416 0.000000
57420.724843 0.115636 0.015673 0.000000
57435.212843 0.119144 0.015263 0.000000
57448.661843 0.111201 0.016645 0.000000
57469.417843 0.124414 0.019455 0.000000
57483.693843 0.108635 0.022766 0.000000
57497.415843 0.134438 0.021384 0.000000
57500.663843 0.123867 0.014276 0.000000
57503.316843 0.120116 0.022720 0.000000
57517.248843 0.092111 0.025135 0.000000
57521.222843 0.165010 0.019273 0.000000
57523.209843 0.145904 0.020138 0.000000
57525.163843 0.139526 0.020199 0.000000
57526.220843 0.139040 0.016038 0.000000
57527.825843 0.134210 0.014413 0.000000
57529.903843 0.145540 0.013471 0.000000
57532.064843 0.159937 0.019819 0.000000
57533.645843 0.165800 0.022553 0.000000
57542.337843 0.116486 0.021429 0.000000
57545.383843 0.122349 0.026487 0.000000
57549.359843 0.130459 0.022082 0.000000
57553.856843 0.133770 0.021809 0.000000
57559.247843 0.140558 0.024269 0.000000
57562.166843 0.135865 0.030845 0.000000
57565.321843 0.137141 0.023555 0.000000
57667.332843 0.099355 0.017936 0.000000
57703.191843 0.069801 0.030223 0.000000
