mhjd     flux     flux_err     flag
====     ====     ========     ====
57164.218911 0.058291 0.005372 0.000000
57165.286911 0.056997 0.006377 0.000000
57166.725657 0.058628 0.004208 0.000000
57168.269911 0.064972 0.004216 0.000000
57170.287912 0.055988 0.002750 0.000000
57173.162950 0.057005 0.003597 0.000000
57174.755787 0.045823 0.004560 0.000000
57176.210094 0.046673 0.003654 0.000000
57182.182911 0.044517 0.004520 0.000000
57183.865730 0.051663 0.003928 0.000000
57190.078911 0.033772 0.004764 0.000000
57192.530911 0.046769 0.005327 0.000000
57557.080634 -0.011489 0.005279 0.000000
57564.187911 0.006727 0.016528 0.000000
