mhjd     flux     flux_err     flag
====     ====     ========     ====
56994.382855 0.037484 0.008699 0.000000
56995.881629 0.056968 0.007456 0.000000
56996.637855 0.056752 0.010160 0.000000
57004.223855 0.035777 0.013761 0.000000
57006.279855 0.062165 0.010581 0.000000
57007.340855 0.051455 0.019584 0.000000
57010.059855 0.069052 0.020180 0.000000
57013.013611 0.040136 0.014043 0.000000
57019.189855 0.076055 0.008862 0.000000
57033.823018 0.102960 0.018133 0.000000
57035.126855 0.096247 0.026119 0.000000
57039.173955 0.077524 0.018380 0.000000
57040.232855 0.098269 0.018344 0.000000
57042.871855 0.089161 0.011201 0.000000
57047.272855 0.155804 0.012124 0.000000
57049.926855 0.110627 0.018906 0.000000
57058.016855 0.197719 0.012089 0.000000
57062.525855 0.120706 0.015153 0.000000
57075.686855 0.173658 0.015994 0.000000
57089.718855 0.142242 0.016860 0.000000
57103.714855 0.166011 0.014100 0.000000
57117.597855 0.143072 0.022659 0.000000
57131.468855 0.168350 0.017070 0.000000
57145.413855 0.157091 0.016310 0.000000
57162.382855 0.164936 0.018438 0.000000
57201.497855 0.148333 0.015515 0.000000
57229.531855 0.169168 0.024939 0.000000
57237.286855 0.113819 0.011528 0.000000
57339.151855 0.056097 0.019584 0.000000
57354.264855 0.064527 0.018111 0.000000
57380.371855 0.015866 0.017304 0.000000
57415.439855 0.057687 0.017105 0.000000
57439.541855 0.064971 0.012545 0.000000
57443.915855 0.057184 0.014205 0.000000
57457.902855 0.018800 0.018602 0.000000
57472.353855 0.028411 0.012557 0.000000
57485.855855 0.023711 0.022659 0.000000
57506.588855 0.022390 0.016193 0.000000
57520.854855 0.020531 0.009540 0.000000
57534.594855 0.036771 0.012358 0.000000
57537.913479 0.044133 0.006470 0.000000
57540.510855 0.002958 0.010382 0.000000
57545.345855 -0.010078 0.014124 0.000000
57547.597855 0.075809 0.011598 0.000000
57549.755064 0.009593 0.010753 0.000000
57551.637855 -0.000702 0.011224 0.000000
57554.420855 -0.000187 0.015550 0.000000
57558.394855 0.038735 0.018064 0.000000
57560.381855 0.030258 0.012779 0.000000
57562.332855 0.003952 0.019806 0.000000
57563.366855 0.042394 0.011563 0.000000
57564.993855 0.022179 0.026190 0.000000
57567.058855 0.020531 0.015702 0.000000
57569.234855 0.022951 0.015188 0.000000
57570.825855 0.014182 0.012347 0.000000
57579.530855 0.061312 0.014895 0.000000
57582.577855 0.034806 0.023676 0.000000
57586.552855 0.061686 0.015071 0.000000
57591.034855 0.023840 0.011762 0.000000
57593.506855 0.043832 0.010078 0.000000
57596.421855 0.028844 0.022062 0.000000
57599.339855 0.009552 0.016181 0.000000
57602.515855 0.021197 0.014638 0.000000
57605.362855 0.057839 0.013633 0.000000
57704.525855 -0.002444 0.011575 0.000000
57734.139855 -0.002514 0.011271 0.000000
57740.364855 0.003204 0.015059 0.000000
57770.228855 0.011259 0.013294 0.000000
