mhjd     flux     flux_err     flag
====     ====     ========     ====
56621.606042 0.007501 0.009128 0.000000
57014.381042 0.018922 0.026760 0.000000
57016.437042 -0.015827 0.023798 0.000000
57017.498042 -0.007018 0.024558 0.000000
57020.217042 0.007061 0.017875 0.000000
57023.372517 -0.013311 0.016623 0.000000
57026.355042 0.002763 0.013805 0.000000
57030.469042 -0.002249 0.021930 0.000000
57035.380042 -0.008506 0.026806 0.000000
57038.869836 -0.010482 0.013902 0.000000
57040.261042 -0.016313 0.019926 0.000000
57041.487864 -0.007938 0.019506 0.000000
57044.182764 0.002993 0.017716 0.000000
57047.253042 -0.002006 0.022735 0.000000
57049.546533 -0.013004 0.013277 0.000000
57051.299042 -0.009235 0.019774 0.000000
57057.431042 0.017266 0.020442 0.000000
57060.085042 -0.018181 0.025393 0.000000
57068.175042 0.011890 0.019819 0.000000
57072.683042 -0.004391 0.018893 0.000000
57085.868042 -0.036876 0.024406 0.000000
57099.877042 -0.018317 0.026942 0.000000
57113.889042 0.032028 0.019926 0.000000
57127.778042 -0.000791 0.027945 0.000000
57141.695042 0.061735 0.019045 0.000000
57155.577042 -0.005940 0.036768 0.000000
57172.546042 0.009612 0.028704 0.000000
57191.765042 -0.002234 0.036055 0.000000
57211.656042 0.006772 0.037194 0.000000
57231.563042 0.010523 0.037406 0.000000
57239.690042 0.006301 0.028096 0.000000
57247.466042 0.043874 0.034065 0.000000
57349.310042 0.033942 0.019683 0.000000
57364.423042 0.094068 0.020214 0.000000
57390.530042 0.078820 0.030876 0.000000
57425.621042 0.108405 0.024072 0.000000
57449.700042 0.128270 0.029403 0.000000
57456.217042 0.140147 0.024664 0.000000
57468.076042 0.125461 0.018771 0.000000
57482.564042 0.145584 0.021110 0.000000
57496.013042 0.127131 0.024603 0.000000
57516.769042 0.177325 0.032653 0.000000
57531.045042 0.160224 0.021551 0.000000
57544.767042 0.168076 0.026426 0.000000
57548.015042 0.157323 0.022659 0.000000
57550.668042 0.120023 0.032379 0.000000
57564.600042 0.168547 0.020412 0.000000
57568.574042 0.172222 0.023373 0.000000
57570.561042 0.183203 0.024558 0.000000
57572.515042 0.158204 0.030618 0.000000
57573.572042 0.129728 0.023085 0.000000
57575.177042 0.168213 0.021703 0.000000
57577.255042 0.157946 0.014033 0.000000
57579.416042 0.143290 0.028993 0.000000
57580.997042 0.147254 0.024239 0.000000
57589.689042 0.153663 0.015278 0.000000
57592.735042 0.166041 0.032744 0.000000
57596.711042 0.125825 0.024117 0.000000
57601.208042 0.163900 0.021657 0.000000
57606.599042 0.123182 0.029706 0.000000
57609.518042 0.149365 0.021444 0.000000
57612.673042 0.182307 0.021384 0.000000
57714.684042 0.041369 0.020655 0.000000
57750.543042 0.023220 0.019060 0.000000
