mhjd     flux     flux_err     flag
====     ====     ========     ====
56735.028539 -0.012742 0.010914 0.000000
56737.103042 0.015364 0.015179 0.000000
56987.631042 0.029008 0.023147 0.000000
56992.345042 0.005974 0.030742 0.000000
56995.528042 0.012994 0.037705 0.000000
57005.776042 -0.002896 0.023925 0.000000
57026.338042 0.006696 0.007663 0.000000
57030.452042 0.001957 0.009311 0.000000
57038.760045 0.000053 0.004466 0.000000
57041.268042 -0.000222 0.009525 0.000000
57044.053042 0.002397 0.008735 0.000000
57047.236042 -0.000165 0.006907 0.000000
57049.384088 0.001748 0.006993 0.000000
57051.282042 0.006211 0.008374 0.000000
57155.566042 0.026333 0.021499 0.000000
57172.535042 -0.001474 0.014423 0.000000
57191.749042 0.003525 0.011850 0.000000
57231.528042 0.037461 0.013260 0.000000
57239.748042 0.051669 0.009469 0.000000
57454.058042 0.078483 0.009514 0.000000
57456.217042 0.080989 0.007663 0.000000
57547.942042 0.083991 0.008622 0.000000
