mhjd     flux     flux_err     flag
====     ====     ========     ====
56621.996074 0.001173 0.000963 0.000000
57014.745855 0.397629 0.029600 0.000000
57016.802122 0.464773 0.046427 0.000000
57017.863783 0.434046 0.045252 0.000000
57020.584593 0.482908 0.049175 0.000000
57023.676284 0.525864 0.019728 0.000000
57026.686421 0.377256 0.033928 0.000000
57030.798958 0.492723 0.016724 0.000000
57035.753091 0.497327 0.017798 0.000000
57039.071220 0.469685 0.014786 0.000000
57039.940526 0.491700 0.020594 0.000000
57041.525484 0.510741 0.016048 0.000000
57042.799866 0.575466 0.035853 0.000000
57044.334374 0.465361 0.019281 0.000000
57044.773928 0.460976 0.057677 0.000000
57047.625150 0.526371 0.022297 0.000000
57049.668713 0.562531 0.017026 0.000000
57050.370577 0.519443 0.056653 0.000000
57057.797054 0.650495 0.029682 0.000000
57060.450744 0.615537 0.034015 0.000000
57068.540459 0.651441 0.029149 0.000000
57073.049469 0.677983 0.035656 0.000000
57086.233563 0.754730 0.035926 0.000000
57100.242482 0.686115 0.029012 0.000000
57114.254611 0.738724 0.035590 0.000000
57128.143717 0.814663 0.042866 0.000000
57142.060864 0.757040 0.039674 0.000000
57155.941956 0.790248 0.039137 0.000000
57172.911915 0.808324 0.042429 0.000000
57192.131651 0.737072 0.034658 0.000000
57212.024592 0.809330 0.050641 0.000000
57231.921917 0.666098 0.032607 0.000000
57240.056908 0.694133 0.022894 0.000000
57247.848271 0.685281 0.031288 0.000000
57349.676172 0.177639 0.033515 0.000000
57364.788999 0.207543 0.031930 0.000000
57390.896229 0.213241 0.026656 0.000000
57425.998746 0.226865 0.029474 0.000000
57450.067118 0.222246 0.030468 0.000000
57456.582476 0.187092 0.026302 0.000000
57468.438371 0.162280 0.026056 0.000000
57482.929984 0.147878 0.028588 0.000000
57496.378526 0.234578 0.031810 0.000000
57517.147283 0.168974 0.027659 0.000000
57531.409269 0.150858 0.034277 0.000000
57545.135176 0.144536 0.022941 0.000000
57548.378461 0.157661 0.020329 0.000000
57551.034445 0.178833 0.022634 0.000000
57564.970813 0.147404 0.029294 0.000000
57568.946140 0.161469 0.032454 0.000000
57570.939497 0.192526 0.030588 0.000000
57572.879577 0.166618 0.031949 0.000000
57573.939923 0.168173 0.020105 0.000000
57575.542035 0.187091 0.028852 0.000000
57577.610490 0.172627 0.024392 0.000000
57579.787184 0.181913 0.028423 0.000000
57581.363505 0.132344 0.037892 0.000000
57590.054898 0.152549 0.033007 0.000000
57593.100051 0.092795 0.030346 0.000000
57597.077350 0.163043 0.030981 0.000000
57601.574815 0.165702 0.037714 0.000000
57606.956736 0.170283 0.031190 0.000000
57609.895308 0.117184 0.033172 0.000000
57613.040044 0.178209 0.042607 0.000000
57715.049815 0.130138 0.036624 0.000000
57750.905545 0.129695 0.024700 0.000000
