mhjd     flux     flux_err     flag
====     ====     ========     ====
56574.278307 -0.000536 0.002956 0.000000
56967.028735 0.494174 0.035441 0.000000
56969.086392 0.439982 0.031267 0.000000
56970.149402 0.393767 0.028900 0.000000
56972.866260 0.441231 0.034553 0.000000
56975.963280 0.471150 0.024820 0.000000
56979.030692 0.414241 0.021961 0.000000
56983.092524 0.438543 0.022420 0.000000
56988.043052 0.407430 0.033726 0.000000
56991.322112 0.446488 0.015161 0.000000
56992.190956 0.479938 0.024496 0.000000
56993.851054 0.470979 0.018903 0.000000
56994.894633 0.558315 0.038557 0.000000
56996.759170 0.503524 0.019018 0.000000
56999.916156 0.460723 0.022807 0.000000
57002.249174 0.516124 0.016811 0.000000
57003.948202 0.487229 0.018037 0.000000
57010.084720 0.603151 0.067657 0.000000
57012.738528 0.501097 0.083459 0.000000
57020.822367 0.624299 0.060181 0.000000
57025.332647 0.592877 0.049514 0.000000
57038.522140 0.688004 0.060510 0.000000
57052.526495 0.673859 0.041915 0.000000
57066.529367 0.726191 0.035993 0.000000
57080.426298 0.671998 0.045176 0.000000
57094.345277 0.643208 0.033631 0.000000
57108.225070 0.664913 0.053022 0.000000
57125.194423 0.831868 0.045374 0.000000
57144.413721 0.769988 0.028767 0.000000
57164.305510 0.777777 0.035113 0.000000
57184.221164 0.632800 0.045481 0.000000
57192.338879 0.665341 0.039545 0.000000
57200.112023 0.618876 0.057690 0.000000
57301.958193 0.233047 0.045102 0.000000
57317.069914 0.237056 0.035767 0.000000
57343.178454 0.220179 0.031146 0.000000
57378.278689 0.162149 0.038253 0.000000
57402.345313 0.167845 0.040557 0.000000
57408.859369 0.186932 0.027262 0.000000
57420.717508 0.170775 0.037137 0.000000
57435.210474 0.145820 0.032774 0.000000
57448.663398 0.136384 0.039782 0.000000
57469.421120 0.152282 0.033139 0.000000
57483.692856 0.144275 0.032722 0.000000
57497.415884 0.147523 0.031730 0.000000
57500.662462 0.171753 0.022461 0.000000
57503.317720 0.116112 0.025021 0.000000
57517.258028 0.144888 0.028811 0.000000
57521.230159 0.230058 0.040829 0.000000
57523.217590 0.192312 0.035963 0.000000
57525.163841 0.178741 0.029942 0.000000
57526.222362 0.183434 0.034374 0.000000
57527.826105 0.207459 0.029736 0.000000
57529.900511 0.185378 0.029766 0.000000
57532.071799 0.196394 0.033272 0.000000
57533.647251 0.218249 0.031547 0.000000
57542.338532 0.176582 0.039647 0.000000
57545.385132 0.187598 0.035909 0.000000
57549.358860 0.147121 0.036485 0.000000
57553.858654 0.205527 0.033382 0.000000
57559.236559 0.193480 0.039552 0.000000
57562.180262 0.181937 0.037770 0.000000
57565.323343 0.179361 0.041530 0.000000
57667.331602 0.120946 0.029799 0.000000
57703.183210 0.084026 0.026930 0.000000
