  TARGET                RA         DEC       MJD  FILTER  APER       FLUX  FLUXERR         MAG   MAGERR  MAGSYS       ZP      SKY SKYERR  IMAGE
S3                177.39737    22.39554  57026.485   F105W   inf     1.9633   0.1121     25.5364   0.0620     AB   26.2688   0.0010 0.0089  refsdal_f105w_e27-e00_sub_masked.fits
S3                177.39737    22.39554  57027.812   F105W   inf     1.9483   0.0899     25.5447   0.0501     AB   26.2688   0.0017 0.0086  refsdal_f105w_e28-e00_sub_masked.fits
S3                177.39737    22.39554  57132.096   F105W   inf     3.4031   0.1397     24.9391   0.0446     AB   26.2688   0.0003 0.0158  refsdal_f105w_e34-e00_sub_masked.fits
S3                177.39737    22.39554  57149.065   F105W   inf     2.7441   0.1781     25.1728   0.0705     AB   26.2688  -0.0012 0.0170  refsdal_f105w_e38-e00_sub_masked.fits
S3                177.39737    22.39554  57168.279   F105W   inf     1.8829   0.1161     25.5818   0.0669     AB   26.2688  -0.0008 0.0129  refsdal_f105w_e39-e00_sub_masked.fits
S3                177.39737    22.39554  57208.058   F105W   inf     1.8953   0.1614     25.5746   0.0925     AB   26.2688  -0.0000 0.0134  refsdal_f105w_e41-e00_sub_masked.fits
S3                177.39737    22.39554  57216.278   F105W   inf     1.8624   0.1433     25.5937   0.0835     AB   26.2688  -0.0008 0.0158  refsdal_f105w_e42-e00_sub_despiked.fits
S3                177.39737    22.39554  57524.472   F105W   inf     0.3823   0.1455     27.3128   0.4132     AB   26.2688   0.0001 0.0129  refsdal_f105w_e55-e00_sub_masked.fits
S3                177.39737    22.39554  56981.585   F125W   inf     1.9274   0.1204     25.5178   0.0678     AB   26.2302   0.0016 0.0096  refsdal_f125w_e03-e00_sub_masked.fits
S3                177.39737    22.39554  56983.177   F125W   inf     1.8162   0.1402     25.5823   0.0838     AB   26.2302   0.0019 0.0097  refsdal_f125w_e04-e00_sub_masked.fits
S3                177.39737    22.39554  56982.116   F125W   inf     2.0343   0.1104     25.4592   0.0589     AB   26.2302   0.0015 0.0110  refsdal_f125w_e05-e00_sub_masked.fits
S3                177.39737    22.39554  56990.896   F125W   inf     2.3295   0.1497     25.3121   0.0698     AB   26.2302   0.0003 0.0142  refsdal_f125w_e06-e00_sub_masked.fits
S3                177.39737    22.39554  56992.952   F125W   inf     2.1489   0.1780     25.3997   0.0899     AB   26.2302   0.0000 0.0140  refsdal_f125w_e07-e00_sub_masked.fits
S3                177.39737    22.39554  56994.013   F125W   inf     2.3168   0.1850     25.3180   0.0867     AB   26.2302  -0.0003 0.0151  refsdal_f125w_e08-e00_sub_masked.fits
S3                177.39737    22.39554  56996.732   F125W   inf     2.6379   0.2015     25.1771   0.0829     AB   26.2302   0.0009 0.0150  refsdal_f125w_e09-e00_sub_masked.fits
S3                177.39737    22.39554  56999.816   F125W   inf     2.3835   0.1125     25.2872   0.0512     AB   26.2302   0.0001 0.0121  refsdal_f125w_e10-e00_sub_masked.fits
S3                177.39737    22.39554  56994.013   F125W   inf     2.3737   0.1786     25.2917   0.0817     AB   26.2302  -0.0004 0.0162  refsdal_f125w_e11-e00_sub_masked.fits
S3                177.39737    22.39554  57005.862   F125W   inf     2.4864   0.0951     25.2413   0.0415     AB   26.2302   0.0017 0.0099  refsdal_f125w_e12-e00_sub_masked.fits
S3                177.39737    22.39554  56999.816   F125W   inf     2.4041   0.1480     25.2778   0.0668     AB   26.2302   0.0001 0.0131  refsdal_f125w_e13-e00_sub_masked.fits
S3                177.39737    22.39554  57005.862   F125W   inf     2.5004   0.0941     25.2352   0.0409     AB   26.2302   0.0018 0.0107  refsdal_f125w_e15-e00_sub_masked.fits
S3                177.39737    22.39554  57019.942   F125W   inf     2.5554   0.3323     25.2116   0.1412     AB   26.2302  -0.0031 0.0243  refsdal_f125w_e18-e00_sub_masked.fits
S3                177.39737    22.39554  57021.301   F125W   inf     3.1619   0.2544     24.9803   0.0873     AB   26.2302  -0.0022 0.0177  refsdal_f125w_e19-e00_sub_masked.fits
S3                177.39737    22.39554  57025.811   F125W   inf     2.7590   0.1585     25.1283   0.0624     AB   26.2302  -0.0016 0.0151  refsdal_f125w_e21-e00_sub_masked.fits
S3                177.39737    22.39554  57026.905   F125W   inf     2.7282   0.2920     25.1405   0.1162     AB   26.2302  -0.0028 0.0237  refsdal_f125w_e22-e00_sub_masked.fits
S3                177.39737    22.39554  57019.942   F125W   inf     2.6199   0.3141     25.1845   0.1302     AB   26.2302  -0.0031 0.0265  refsdal_f125w_e23-e00_sub_masked.fits
S3                177.39737    22.39554  57029.544   F125W   inf     3.0984   0.1128     25.0024   0.0395     AB   26.2302   0.0017 0.0102  refsdal_f125w_e24-e00_sub_masked.fits
S3                177.39737    22.39554  57033.945   F125W   inf     3.2434   0.2329     24.9527   0.0780     AB   26.2302  -0.0006 0.0148  refsdal_f125w_e25-e00_sub_masked.fits
S3                177.39737    22.39554  57036.599   F125W   inf     3.3248   0.1603     24.9258   0.0523     AB   26.2302   0.0011 0.0157  refsdal_f125w_e26-e00_sub_masked.fits
S3                177.39737    22.39554  57044.689   F125W   inf     3.7568   0.1668     24.7932   0.0482     AB   26.2302   0.0006 0.0140  refsdal_f125w_e27-e00_sub_masked.fits
S3                177.39737    22.39554  57049.198   F125W   inf     3.6738   0.2093     24.8174   0.0618     AB   26.2302   0.0000 0.0137  refsdal_f125w_e28-e00_sub_masked.fits
S3                177.39737    22.39554  57062.359   F125W   inf     4.3304   0.2169     24.6389   0.0544     AB   26.2302   0.0045 0.0147  refsdal_f125w_e29-e00_sub_masked.fits
S3                177.39737    22.39554  57076.391   F125W   inf     3.9587   0.1624     24.7363   0.0445     AB   26.2302  -0.0005 0.0136  refsdal_f125w_e30-e00_sub_masked.fits
S3                177.39737    22.39554  57090.387   F125W   inf     4.6503   0.1717     24.5615   0.0401     AB   26.2302  -0.0016 0.0137  refsdal_f125w_e31-e00_sub_masked.fits
S3                177.39737    22.39554  57104.270   F125W   inf     3.1669   0.1626     24.9786   0.0557     AB   26.2302  -0.0003 0.0136  refsdal_f125w_e32-e00_sub_masked.fits
S3                177.39737    22.39554  57118.141   F125W   inf     3.1218   0.1446     24.9942   0.0503     AB   26.2302  -0.0012 0.0136  refsdal_f125w_e33-e00_sub_masked.fits
S3                177.39737    22.39554  57132.086   F125W   inf     4.2435   0.2175     24.6609   0.0556     AB   26.2302   0.0001 0.0185  refsdal_f125w_e34-e00_sub_masked.fits
S3                177.39737    22.39554  57076.391   F125W   inf     3.8853   0.1859     24.7567   0.0520     AB   26.2302  -0.0002 0.0149  refsdal_f125w_e35-e00_sub_masked.fits
S3                177.39737    22.39554  57090.387   F125W   inf     4.6365   0.1757     24.5647   0.0411     AB   26.2302  -0.0017 0.0146  refsdal_f125w_e36-e00_sub_masked.fits
S3                177.39737    22.39554  57104.270   F125W   inf     2.8776   0.1640     25.0826   0.0619     AB   26.2302  -0.0003 0.0151  refsdal_f125w_e37-e00_sub_masked.fits
S3                177.39737    22.39554  57149.055   F125W   inf     3.7962   0.2154     24.7819   0.0616     AB   26.2302   0.0021 0.0186  refsdal_f125w_e38-e00_sub_masked.fits
S3                177.39737    22.39554  57132.086   F125W   inf     4.2889   0.1577     24.6493   0.0399     AB   26.2302   0.0001 0.0186  refsdal_f125w_e39-e00_sub_masked.fits
S3                177.39737    22.39554  57188.170   F125W   inf     3.2723   0.1254     24.9431   0.0416     AB   26.2302   0.0019 0.0144  refsdal_f125w_e40-e00_sub_masked.fits
S3                177.39737    22.39554  57216.204   F125W   inf     3.9477   0.1789     24.7394   0.0492     AB   26.2302   0.0014 0.0190  refsdal_f125w_e42-e00_sub_despiked.fits
S3                177.39737    22.39554  57223.959   F125W   inf     3.1781   0.2050     24.9748   0.0700     AB   26.2302  -0.0033 0.0210  refsdal_f125w_e43-e00_sub_despiked.fits
S3                177.39737    22.39554  57325.824   F125W   inf     0.8172   0.1962     26.4493   0.2607     AB   26.2302   0.0014 0.0170  refsdal_f125w_e44-e00_sub_masked.fits
S3                177.39737    22.39554  57340.937   F125W   inf     0.8470   0.1992     26.4105   0.2554     AB   26.2302   0.0017 0.0152  refsdal_f125w_e45-e00_sub_masked.fits
S3                177.39737    22.39554  57367.044   F125W   inf     0.6333   0.1913     26.7263   0.3280     AB   26.2302  -0.0010 0.0145  refsdal_f125w_e46-e00_sub_masked.fits
S3                177.39737    22.39554  57402.112   F125W   inf     0.4023   0.2168     27.2188   0.5850     AB   26.2302   0.0017 0.0154  refsdal_f125w_e47-e00_sub_masked.fits
S3                177.39737    22.39554  57428.433   F125W   inf     0.4284   0.1286     27.1507   0.3260     AB   26.2302  -0.0007 0.0117  refsdal_f125w_e48-e00_sub_masked.fits
S3                177.39737    22.39554  57444.575   F125W   inf     0.3465   0.1422     27.3809   0.4454     AB   26.2302  -0.0014 0.0139  refsdal_f125w_e49-e00_sub_masked.fits
S3                177.39737    22.39554  57459.026   F125W   inf     0.6480   0.1814     26.7013   0.3040     AB   26.2302  -0.0022 0.0140  refsdal_f125w_e50-e00_sub_masked.fits
S3                177.39737    22.39554  57472.528   F125W   inf     0.4371   0.1524     27.1287   0.3786     AB   26.2302  -0.0020 0.0143  refsdal_f125w_e51-e00_sub_masked.fits
S3                177.39737    22.39554  57493.261   F125W   inf     0.2215   0.1091     27.8667   0.5346     AB   26.2302  -0.0019 0.0145  refsdal_f125w_e52-e00_sub_masked.fits
S3                177.39737    22.39554  57507.527   F125W   inf     0.4263   0.1638     27.1559   0.4173     AB   26.2302  -0.0022 0.0143  refsdal_f125w_e53-e00_sub_masked.fits
S3                177.39737    22.39554  57521.267   F125W   inf     0.2315   0.1285     27.8188   0.6027     AB   26.2302  -0.0020 0.0139  refsdal_f125w_e54-e00_sub_masked.fits
S3                177.39737    22.39554  57524.475   F125W   inf     0.3914   0.1578     27.2488   0.4378     AB   26.2302  -0.0016 0.0140  refsdal_f125w_e55-e00_sub_masked.fits
S3                177.39737    22.39554  57524.607   F125W   inf     0.4780   0.1626     27.0317   0.3694     AB   26.2302  -0.0006 0.0116  refsdal_f125w_e56-e00_sub_masked.fits
S3                177.39737    22.39554  57527.183   F125W   inf     0.2754   0.1532     27.6304   0.6038     AB   26.2302  -0.0013 0.0141  refsdal_f125w_e57-e00_sub_masked.fits
S3                177.39737    22.39554  57532.018   F125W   inf     0.5324   0.1640     26.9145   0.3343     AB   26.2302  -0.0004 0.0153  refsdal_f125w_e58-e00_sub_masked.fits
S3                177.39737    22.39554  57534.270   F125W   inf     0.6071   0.1748     26.7721   0.3127     AB   26.2302  -0.0001 0.0142  refsdal_f125w_e59-e00_sub_masked.fits
S3                177.39737    22.39554  57536.058   F125W   inf     0.4513   0.1669     27.0941   0.4016     AB   26.2302   0.0013 0.0154  refsdal_f125w_e60-e00_sub_masked.fits
S3                177.39737    22.39554  57537.052   F125W   inf     0.5762   0.1648     26.8288   0.3104     AB   26.2302  -0.0011 0.0156  refsdal_f125w_e61-e00_sub_masked.fits
S3                177.39737    22.39554  57538.310   F125W   inf     0.2827   0.1738     27.6021   0.6674     AB   26.2302  -0.0035 0.0165  refsdal_f125w_e62-e00_sub_masked.fits
S3                177.39737    22.39554  57541.093   F125W   inf     0.6245   0.1384     26.7415   0.2407     AB   26.2302  -0.0023 0.0139  refsdal_f125w_e63-e00_sub_masked.fits
S3                177.39737    22.39554  57545.067   F125W   inf     0.6980   0.1211     26.6205   0.1884     AB   26.2302  -0.0008 0.0143  refsdal_f125w_e64-e00_sub_masked.fits
S3                177.39737    22.39554  57547.054   F125W   inf     0.4597   0.2231     27.0740   0.5269     AB   26.2302   0.0025 0.0143  refsdal_f125w_e65-e00_sub_masked.fits
S3                177.39737    22.39554  57549.005   F125W   inf     0.4215   0.1809     27.1682   0.4660     AB   26.2302  -0.0009 0.0150  refsdal_f125w_e66-e00_sub_masked.fits
S3                177.39737    22.39554  57550.039   F125W   inf     0.5380   0.1681     26.9033   0.3391     AB   26.2302  -0.0001 0.0145  refsdal_f125w_e67-e00_sub_masked.fits
S3                177.39737    22.39554  57551.666   F125W   inf     0.5630   0.1453     26.8540   0.2802     AB   26.2302   0.0007 0.0147  refsdal_f125w_e68-e00_sub_masked.fits
S3                177.39737    22.39554  57553.731   F125W   inf     0.3558   0.1807     27.3521   0.5515     AB   26.2302   0.0014 0.0151  refsdal_f125w_e69-e00_sub_masked.fits
S3                177.39737    22.39554  57555.907   F125W   inf     0.5709   0.1804     26.8388   0.3430     AB   26.2302   0.0007 0.0148  refsdal_f125w_e70-e00_sub_masked.fits
S3                177.39737    22.39554  57557.498   F125W   inf     0.5364   0.1879     26.9065   0.3803     AB   26.2302   0.0014 0.0148  refsdal_f125w_e71-e00_sub_masked.fits
S3                177.39737    22.39554  57566.203   F125W   inf     0.5698   0.1695     26.8409   0.3231     AB   26.2302   0.0001 0.0145  refsdal_f125w_e72-e00_sub_masked.fits
S3                177.39737    22.39554  57569.250   F125W   inf     0.4291   0.1744     27.1488   0.4412     AB   26.2302   0.0010 0.0167  refsdal_f125w_e73-e00_sub_masked.fits
S3                177.39737    22.39554  56971.993   F140W   inf     2.2773   0.1991     25.5588   0.0949     AB   26.4523  -0.0001 0.0195  refsdal_f140w_e02-e00_sub_masked.fits
S3                177.39737    22.39554  56982.116   F140W   inf     2.7054   0.1449     25.3717   0.0582     AB   26.4523   0.0026 0.0097  refsdal_f140w_e03-e00_sub_masked.fits
S3                177.39737    22.39554  56983.177   F140W   inf     2.7480   0.1252     25.3548   0.0495     AB   26.4523   0.0027 0.0110  refsdal_f140w_e04-e00_sub_masked.fits
S3                177.39737    22.39554  56984.836   F140W   inf     2.7443   0.0984     25.3562   0.0389     AB   26.4523   0.0024 0.0106  refsdal_f140w_e05-e00_sub_masked.fits
S3                177.39737    22.39554  56983.177   F140W   inf     2.7216   0.1565     25.3653   0.0624     AB   26.4523   0.0025 0.0118  refsdal_f140w_e06-e00_sub_masked.fits
S3                177.39737    22.39554  56984.836   F140W   inf     2.7259   0.1753     25.3635   0.0698     AB   26.4523   0.0022 0.0112  refsdal_f140w_e07-e00_sub_masked.fits
S3                177.39737    22.39554  56990.911   F160W   inf     2.5934   0.1830     24.9116   0.0766     AB   25.9462  -0.0008 0.0133  refsdal_f160w_e06-e00_sub_masked.fits
S3                177.39737    22.39554  56992.967   F160W   inf     2.3388   0.2260     25.0238   0.1049     AB   25.9462  -0.0001 0.0133  refsdal_f160w_e07-e00_sub_masked.fits
S3                177.39737    22.39554  56994.028   F160W   inf     2.1053   0.1690     25.1379   0.0871     AB   25.9462  -0.0008 0.0118  refsdal_f160w_e08-e00_sub_masked.fits
S3                177.39737    22.39554  56996.747   F160W   inf     2.4180   0.1733     24.9876   0.0778     AB   25.9462   0.0016 0.0128  refsdal_f160w_e09-e00_sub_masked.fits
S3                177.39737    22.39554  56999.831   F160W   inf     2.7540   0.1382     24.8463   0.0545     AB   25.9462   0.0000 0.0109  refsdal_f160w_e10-e00_sub_masked.fits
S3                177.39737    22.39554  57002.885   F160W   inf     2.4121   0.1603     24.9902   0.0722     AB   25.9462   0.0029 0.0084  refsdal_f160w_e11-e00_sub_masked.fits
S3                177.39737    22.39554  57006.999   F160W   inf     2.4260   0.1527     24.9840   0.0683     AB   25.9462   0.0018 0.0080  refsdal_f160w_e12-e00_sub_masked.fits
S3                177.39737    22.39554  57011.910   F160W   inf     2.5637   0.1463     24.9241   0.0619     AB   25.9462   0.0021 0.0081  refsdal_f160w_e13-e00_sub_masked.fits
S3                177.39737    22.39554  57014.896   F160W   inf     2.5513   0.1730     24.9293   0.0736     AB   25.9462   0.0021 0.0087  refsdal_f160w_e14-e00_sub_masked.fits
S3                177.39737    22.39554  57015.825   F160W   inf     2.5122   0.1403     24.9461   0.0606     AB   25.9462   0.0018 0.0082  refsdal_f160w_e15-e00_sub_masked.fits
S3                177.39737    22.39554  57016.791   F160W   inf     3.0232   0.2045     24.7451   0.0734     AB   25.9462  -0.0031 0.0150  refsdal_f160w_e16-e00_sub_masked.fits
S3                177.39737    22.39554  57017.815   F160W   inf     2.6239   0.1407     24.8989   0.0582     AB   25.9462   0.0018 0.0083  refsdal_f160w_e17-e00_sub_masked.fits
S3                177.39737    22.39554  57019.179   F160W   inf     2.8299   0.1673     24.8168   0.0642     AB   25.9462  -0.0013 0.0139  refsdal_f160w_e18-e00_sub_masked.fits
S3                177.39737    22.39554  57021.196   F160W   inf     2.7383   0.1612     24.8525   0.0639     AB   25.9462   0.0020 0.0085  refsdal_f160w_e19-e00_sub_masked.fits
S3                177.39737    22.39554  57023.783   F160W   inf     2.6792   0.1784     24.8762   0.0723     AB   25.9462   0.0025 0.0087  refsdal_f160w_e20-e00_sub_masked.fits
S3                177.39737    22.39554  57026.038   F160W   inf     2.8633   0.1653     24.8040   0.0627     AB   25.9462   0.0022 0.0079  refsdal_f160w_e21-e00_sub_masked.fits
S3                177.39737    22.39554  57026.502   F160W   inf     2.9102   0.1504     24.7864   0.0561     AB   25.9462   0.0023 0.0084  refsdal_f160w_e22-e00_sub_masked.fits
S3                177.39737    22.39554  57027.829   F160W   inf     2.8708   0.1616     24.8012   0.0611     AB   25.9462   0.0023 0.0081  refsdal_f160w_e23-e00_sub_masked.fits
S3                177.39737    22.39554  57021.196   F160W   inf     2.7641   0.1810     24.8423   0.0711     AB   25.9462   0.0020 0.0083  refsdal_f160w_e24-e00_sub_masked.fits
S3                177.39737    22.39554  57033.961   F160W   inf     2.6294   0.1741     24.8966   0.0719     AB   25.9462   0.0020 0.0119  refsdal_f160w_e25-e00_sub_masked.fits
S3                177.39737    22.39554  57036.615   F160W   inf     2.8867   0.1864     24.7952   0.0701     AB   25.9462   0.0029 0.0126  refsdal_f160w_e26-e00_sub_masked.fits
S3                177.39737    22.39554  57044.705   F160W   inf     2.9832   0.1568     24.7595   0.0571     AB   25.9462   0.0021 0.0117  refsdal_f160w_e27-e00_sub_masked.fits
S3                177.39737    22.39554  57049.213   F160W   inf     3.1519   0.1733     24.6998   0.0597     AB   25.9462   0.0018 0.0117  refsdal_f160w_e28-e00_sub_masked.fits
S3                177.39737    22.39554  57062.398   F160W   inf     3.3463   0.1913     24.6348   0.0621     AB   25.9462   0.0029 0.0118  refsdal_f160w_e29-e00_sub_masked.fits
S3                177.39737    22.39554  57076.407   F160W   inf     3.5175   0.1739     24.5806   0.0537     AB   25.9462   0.0020 0.0120  refsdal_f160w_e30-e00_sub_masked.fits
S3                177.39737    22.39554  57090.419   F160W   inf     4.0140   0.1861     24.4373   0.0503     AB   25.9462  -0.0001 0.0126  refsdal_f160w_e31-e00_sub_masked.fits
S3                177.39737    22.39554  57104.308   F160W   inf     3.9186   0.1583     24.4634   0.0439     AB   25.9462   0.0002 0.0118  refsdal_f160w_e32-e00_sub_masked.fits
S3                177.39737    22.39554  57118.228   F160W   inf     4.0274   0.1489     24.4337   0.0401     AB   25.9462   0.0004 0.0129  refsdal_f160w_e33-e00_sub_masked.fits
S3                177.39737    22.39554  57132.107   F160W   inf     4.1768   0.2363     24.3941   0.0614     AB   25.9462  -0.0018 0.0171  refsdal_f160w_e34-e00_sub_masked.fits
S3                177.39737    22.39554  57076.407   F160W   inf     3.5098   0.1611     24.5830   0.0498     AB   25.9462   0.0020 0.0121  refsdal_f160w_e35-e00_sub_masked.fits
S3                177.39737    22.39554  57090.419   F160W   inf     4.0166   0.1330     24.4366   0.0359     AB   25.9462   0.0001 0.0124  refsdal_f160w_e36-e00_sub_masked.fits
S3                177.39737    22.39554  57104.308   F160W   inf     3.9582   0.1478     24.4525   0.0405     AB   25.9462   0.0001 0.0117  refsdal_f160w_e37-e00_sub_masked.fits
S3                177.39737    22.39554  57149.076   F160W   inf     4.4320   0.2236     24.3297   0.0548     AB   25.9462   0.0016 0.0153  refsdal_f160w_e38-e00_sub_masked.fits
S3                177.39737    22.39554  57168.295   F160W   inf     4.0912   0.1772     24.4166   0.0470     AB   25.9462   0.0020 0.0128  refsdal_f160w_e39-e00_sub_masked.fits
S3                177.39737    22.39554  57188.186   F160W   inf     4.0588   0.2189     24.4252   0.0586     AB   25.9462   0.0023 0.0131  refsdal_f160w_e40-e00_sub_masked.fits
S3                177.39737    22.39554  57208.093   F160W   inf     3.7705   0.1833     24.5052   0.0528     AB   25.9462   0.0002 0.0122  refsdal_f160w_e41-e00_sub_masked.fits
S3                177.39737    22.39554  57216.220   F160W   inf     3.6293   0.1798     24.5467   0.0538     AB   25.9462   0.0011 0.0142  refsdal_f160w_e42-e00_sub_masked.fits
S3                177.39737    22.39554  57223.996   F160W   inf     3.3893   0.1786     24.6210   0.0572     AB   25.9462   0.0009 0.0142  refsdal_f160w_e43-e00_sub_masked.fits
S3                177.39737    22.39554  57325.840   F160W   inf     1.0694   0.2048     25.8734   0.2080     AB   25.9462   0.0009 0.0150  refsdal_f160w_e44-e00_sub_masked.fits
S3                177.39737    22.39554  57340.953   F160W   inf     1.0833   0.1652     25.8593   0.1655     AB   25.9462   0.0008 0.0126  refsdal_f160w_e45-e00_sub_masked.fits
S3                177.39737    22.39554  57367.060   F160W   inf     1.0862   0.1740     25.8564   0.1739     AB   25.9462   0.0011 0.0126  refsdal_f160w_e46-e00_sub_masked.fits
S3                177.39737    22.39554  57402.151   F160W   inf     0.8077   0.1745     26.1781   0.2346     AB   25.9462   0.0012 0.0116  refsdal_f160w_e47-e00_sub_masked.fits
S3                177.39737    22.39554  57429.508   F160W   inf     0.7693   0.1202     26.2310   0.1696     AB   25.9462   0.0011 0.0093  refsdal_f160w_e48-e00_sub_masked.fits
S3                177.39737    22.39554  57444.606   F160W   inf     0.7391   0.2131     26.2745   0.3130     AB   25.9462  -0.0004 0.0129  refsdal_f160w_e49-e00_sub_masked.fits
S3                177.39737    22.39554  57459.094   F160W   inf     0.7428   0.1439     26.2690   0.2104     AB   25.9462  -0.0004 0.0120  refsdal_f160w_e50-e00_sub_masked.fits
S3                177.39737    22.39554  57472.543   F160W   inf     0.6861   0.1311     26.3553   0.2075     AB   25.9462  -0.0007 0.0120  refsdal_f160w_e51-e00_sub_masked.fits
S3                177.39737    22.39554  57493.299   F160W   inf     0.6274   0.1132     26.4523   0.1959     AB   25.9462   0.0016 0.0115  refsdal_f160w_e52-e00_sub_masked.fits
S3                177.39737    22.39554  57507.575   F160W   inf     0.6859   0.2142     26.3556   0.3391     AB   25.9462  -0.0004 0.0121  refsdal_f160w_e53-e00_sub_masked.fits
S3                177.39737    22.39554  57521.297   F160W   inf     0.7892   0.2071     26.2032   0.2849     AB   25.9462   0.0009 0.0120  refsdal_f160w_e54-e00_sub_masked.fits
S3                177.39737    22.39554  57524.545   F160W   inf     0.7187   0.1199     26.3048   0.1811     AB   25.9462   0.0006 0.0102  refsdal_f160w_e56-e00_sub_masked.fits
S3                177.39737    22.39554  57527.198   F160W   inf     0.6708   0.1421     26.3798   0.2299     AB   25.9462   0.0002 0.0122  refsdal_f160w_e57-e00_sub_masked.fits
S3                177.39737    22.39554  57541.130   F160W   inf     0.4814   0.1840     26.7399   0.4150     AB   25.9462   0.0007 0.0125  refsdal_f160w_e63-e00_sub_masked.fits
S3                177.39737    22.39554  57545.104   F160W   inf     1.0876   0.1650     25.8550   0.1647     AB   25.9462   0.0016 0.0128  refsdal_f160w_e64-e00_sub_masked.fits
S3                177.39737    22.39554  57547.091   F160W   inf     0.9313   0.1784     26.0235   0.2080     AB   25.9462   0.0019 0.0119  refsdal_f160w_e65-e00_sub_masked.fits
S3                177.39737    22.39554  57549.045   F160W   inf     0.8347   0.1550     26.1424   0.2017     AB   25.9462   0.0021 0.0122  refsdal_f160w_e66-e00_sub_masked.fits
S3                177.39737    22.39554  57550.102   F160W   inf     0.7708   0.1213     26.2289   0.1709     AB   25.9462   0.0010 0.0122  refsdal_f160w_e67-e00_sub_masked.fits
S3                177.39737    22.39554  57551.707   F160W   inf     0.8287   0.1721     26.1502   0.2254     AB   25.9462   0.0014 0.0120  refsdal_f160w_e68-e00_sub_masked.fits
S3                177.39737    22.39554  57553.785   F160W   inf     0.8233   0.1545     26.1574   0.2037     AB   25.9462   0.0007 0.0125  refsdal_f160w_e69-e00_sub_masked.fits
S3                177.39737    22.39554  57555.946   F160W   inf     0.8773   0.1522     26.0884   0.1884     AB   25.9462   0.0019 0.0117  refsdal_f160w_e70-e00_sub_masked.fits
