  TARGET                RA         DEC       MJD  FILTER  APER       FLUX  FLUXERR         MAG   MAGERR  MAGSYS       ZP      SKY SKYERR  IMAGE
S4                177.39780    22.39518  57551.707   F160W   inf     0.2962   0.2705     27.2673   0.9913     AB   25.9462   0.0044 0.0298  refsdal_f160w_e68-e00_sub_masked.fits
S4                177.39780    22.39518  57553.785   F160W   inf     0.3663   0.2851     27.0368   0.8451     AB   25.9462   0.0041 0.0288  refsdal_f160w_e69-e00_sub_masked.fits
S4                177.39780    22.39518  57555.946   F160W   inf     0.2917   0.2896     27.2839   1.0778     AB   25.9462   0.0024 0.0317  refsdal_f160w_e70-e00_sub_masked.fits
S4                177.39780    22.39518  57557.527   F160W   inf     0.3826   0.3039     26.9893   0.8623     AB   25.9462   0.0059 0.0294  refsdal_f160w_e71-e00_sub_masked.fits
S4                177.39780    22.39518  57566.219   F160W   inf    -0.4631   0.5655     25.3723  -9.0000     AB   25.9462   0.0053 0.0316  refsdal_f160w_e72-e00_sub_masked.fits
S4                177.39780    22.39518  57569.265   F160W   inf    -0.3213   0.3481     25.8991  -9.0000     AB   25.9462   0.0073 0.0334  refsdal_f160w_e73-e00_sub_masked.fits
S4                177.39780    22.39518  56985.497   F814W   inf    -0.0049   0.0394     27.4246  -9.0000     AB   25.1072   0.0002 0.0029  refsdal_f814w_e05-e00_sub_masked.fits
S4                177.39780    22.39518  57014.281   F814W   inf     0.0183   0.0225     29.4533   1.3378     AB   25.1072  -0.0001 0.0020  refsdal_f814w_e14-e00_sub_masked.fits
S4                177.39780    22.39518  57132.030   F814W   inf     0.1481   0.0369     28.0206   0.2703     AB   25.9470  -0.0001 0.0034  refsdal_f814w_e34-e00_sub_masked.fits
S4                177.39780    22.39518  57134.656   F814W   inf     0.1324   0.0240     28.1420   0.1970     AB   25.9470  -0.0001 0.0029  refsdal_f814w_e35-e00_sub_masked.fits
S4                177.39780    22.39518  57137.591   F814W   inf     0.0899   0.0227     28.5621   0.2745     AB   25.9470  -0.0001 0.0028  refsdal_f814w_e36-e00_sub_masked.fits
S4                177.39780    22.39518  57142.000   F814W   inf     0.0897   0.0254     28.5650   0.3080     AB   25.9470  -0.0001 0.0026  refsdal_f814w_e37-e00_sub_masked.fits
S4                177.39780    22.39518  57150.483   F814W   inf     0.1083   0.0281     28.3607   0.2815     AB   25.9470  -0.0002 0.0030  refsdal_f814w_e38-e00_sub_masked.fits
S4                177.39780    22.39518  57158.611   F814W   inf     0.1488   0.0298     28.0156   0.2172     AB   25.9470  -0.0003 0.0031  refsdal_f814w_e39-e00_sub_masked.fits
S4                177.39780    22.39518  57137.591   F814W   inf     0.0899   0.0260     28.5629   0.3142     AB   25.9470  -0.0001 0.0027  refsdal_f814w_e40-e00_sub_masked.fits
S4                177.39780    22.39518  57142.000   F814W   inf     0.0912   0.0235     28.5474   0.2795     AB   25.9470  -0.0001 0.0026  refsdal_f814w_e41-e00_sub_masked.fits
S4                177.39780    22.39518  57150.483   F814W   inf     0.1107   0.0247     28.3365   0.2419     AB   25.9470  -0.0002 0.0030  refsdal_f814w_e42-e00_sub_masked.fits
S4                177.39780    22.39518  57158.611   F814W   inf     0.1467   0.0337     28.0308   0.2493     AB   25.9470  -0.0003 0.0031  refsdal_f814w_e43-e00_sub_masked.fits
S4                177.39780    22.39518  57524.375   F814W   inf    -0.0366   0.0742     27.5776  -9.0000     AB   25.9470  -0.0005 0.0045  refsdal_f814w_e55-e00_sub_masked.fits
S4                177.39780    22.39518  57531.494   F814W   inf     0.0633   0.0828     28.9428   1.4198     AB   25.9470  -0.0001 0.0076  refsdal_f814w_e58-e00_sub_masked.fits
S4                177.39780    22.39518  56985.434   F606W   inf    -0.0497   0.0869     27.5226  -9.0000     AB   26.0626   0.0005 0.0047  refsdal_f606w_e05-e00_sub_masked.fits
S4                177.39780    22.39518  56985.434   F606W   inf    -0.0597   0.0965     27.4086  -9.0000     AB   26.0626  -0.0020 0.0067  refsdal_f606w_e08-e00_sub_masked.fits
S4                177.39780    22.39518  57150.500   F606W   inf    -0.0066   0.0708     28.1754  -9.0000     AB   26.4930   0.0002 0.0049  refsdal_f606w_e38-e00_sub_masked.fits
S4                177.39780    22.39518  57158.479   F606W   inf    -0.0082   0.0759     28.0995  -9.0000     AB   26.4930   0.0002 0.0052  refsdal_f606w_e39-e00_sub_masked.fits
S4                177.39780    22.39518  57150.500   F606W   inf    -0.0035   0.0628     28.3048  -9.0000     AB   26.4930   0.0001 0.0050  refsdal_f606w_e42-e00_sub_masked.fits
S4                177.39780    22.39518  57158.479   F606W   inf    -0.0068   0.0686     28.2089  -9.0000     AB   26.4930   0.0001 0.0053  refsdal_f606w_e43-e00_sub_masked.fits
S4                177.39780    22.39518  57524.276   F606W   inf    -0.0360   0.1162     27.6371  -9.0000     AB   26.4930  -0.0005 0.0070  refsdal_f606w_e55-e00_sub_masked.fits
S4                177.39780    22.39518  57531.709   F606W   inf    -0.0944   0.1578     26.8080  -9.0000     AB   25.9959   0.0023 0.0055  refsdal_f606w_e58-e00_sub_masked.fits
S4                177.39780    22.39518  57534.286   F606W   inf    -0.1462   0.1723     26.7209  -9.0000     AB   26.0044   0.0012 0.0067  refsdal_f606w_e59-e00_sub_masked.fits
S4                177.39780    22.39518  57536.096   F606W   inf    -0.0914   0.1389     26.9550  -9.0000     AB   26.0044   0.0011 0.0074  refsdal_f606w_e60-e00_sub_masked.fits
S4                177.39780    22.39518  57537.090   F606W   inf    -0.0562   0.1800     26.6732  -9.0000     AB   26.0044   0.0018 0.0074  refsdal_f606w_e61-e00_sub_masked.fits
S4                177.39780    22.39518  57131.540   F435W   inf    -0.0978   0.0960     27.0166  -9.0000     AB   25.6650  -0.0001 0.0043  refsdal_f435w_e34-e00_sub_masked.fits
S4                177.39780    22.39518  57137.606   F435W   inf    -0.0199   0.0650     27.4393  -9.0000     AB   25.6650   0.0001 0.0037  refsdal_f435w_e36-e00_sub_masked.fits
S4                177.39780    22.39518  57142.015   F435W   inf    -0.0324   0.0646     27.4474  -9.0000     AB   25.6650   0.0001 0.0034  refsdal_f435w_e37-e00_sub_masked.fits
S4                177.39780    22.39518  57131.540   F435W   inf    -0.1005   0.0974     27.0013  -9.0000     AB   25.6650  -0.0001 0.0043  refsdal_f435w_e39-e00_sub_masked.fits
S4                177.39780    22.39518  57137.606   F435W   inf    -0.0265   0.0704     27.3527  -9.0000     AB   25.6650   0.0001 0.0037  refsdal_f435w_e40-e00_sub_masked.fits
S4                177.39780    22.39518  57142.015   F435W   inf    -0.0376   0.0610     27.5085  -9.0000     AB   25.6650   0.0000 0.0034  refsdal_f435w_e41-e00_sub_masked.fits
S4                177.39780    22.39518  57531.462   F435W   inf    -0.0430   0.1293     26.6935  -9.0000     AB   25.6650   0.0006 0.0071  refsdal_f435w_e58-e00_sub_masked.fits
