-20 2750 0
-20 2767.588 0
-20 2785.288 0
-20 2803.101 0
-20 2821.028 0
-20 2839.07 0
-20 2857.228 0
-20 2875.501 0
-20 2893.891 0
-20 2912.399 0
-20 2931.026 0
-20 2949.771 0
-20 2968.636 0
-20 2987.622 0
-20 3006.73 0
-20 3025.959 0
-20 3045.312 0
-20 3064.788 0
-20 3084.389 0
-20 3104.115 0
-20 3123.968 0
-20 3143.947 0
-20 3164.054 0
-20 3184.29 0
-20 3204.655 0
-20 3225.151 0
-20 3245.777 0
-20 3266.536 0
-20 3287.427 0
-20 3308.452 0
-20 3329.611 0
-20 3350.905 0
-20 3372.336 0
-20 3393.904 0
-20 3415.61 0
-20 3437.454 0
-20 3459.439 0
-20 3481.563 0
-20 3503.83 0
-20 3526.239 0
-20 3548.791 0
-20 3571.487 0
-20 3594.329 0
-20 3617.316 0
-20 3640.451 0
-20 3663.733 0
-20 3687.165 0
-20 3710.746 0
-20 3734.478 0
-20 3758.362 0
-20 3782.399 0
-20 3806.589 0
-20 3830.934 0
-20 3855.435 0
-20 3880.093 0
-20 3904.908 0
-20 3929.882 0
-20 3955.015 0
-20 3980.31 0
-20 4005.766 0
-20 4031.385 0
-20 4057.167 0
-20 4083.115 0
-20 4109.229 0
-20 4135.509 0
-20 4161.958 0
-20 4188.576 0
-20 4215.364 0
-20 4242.323 0
-20 4269.455 0
-20 4296.761 0
-20 4324.241 0
-20 4351.896 0
-20 4379.729 0
-20 4407.74 0
-20 4435.929 0
-20 4464.299 0
-20 4492.851 0
-20 4521.585 0
-20 4550.503 0
-20 4579.606 0
-20 4608.895 0
-20 4638.371 0
-20 4668.036 0
-20 4697.89 0
-20 4727.936 0
-20 4758.173 0
-20 4788.604 0
-20 4819.23 0
-20 4850.051 0
-20 4881.07 0
-20 4912.287 0
-20 4943.703 0
-20 4975.321 0
-20 5007.141 0
-20 5039.164 0
-20 5071.392 0
-20 5103.826 0
-20 5136.468 0
-20 5169.318 0
-20 5202.378 0
-20 5235.65 0
-20 5269.135 0
-20 5302.834 0
-20 5336.748 0
-20 5370.879 0
-20 5405.229 0
-20 5439.798 0
-20 5474.588 0
-20 5509.601 0
-20 5544.838 0
-20 5580.3 0
-20 5615.989 0
-20 5651.906 0
-20 5688.053 0
-20 5724.431 0
-20 5761.042 0
-20 5797.886 0
-20 5834.967 0
-20 5872.285 0
-20 5909.841 0
-20 5947.637 0
-20 5985.676 0
-20 6023.957 0
-20 6062.483 0
-20 6101.256 0
-20 6140.277 0
-20 6179.547 0
-20 6219.068 0
-20 6258.842 0
-20 6298.871 0
-20 6339.155 0
-20 6379.698 0
-20 6420.499 0
-20 6461.561 0
-20 6502.886 0
-20 6544.476 0
-20 6586.331 0
-20 6628.454 0
-20 6670.846 0
-20 6713.51 0
-20 6756.446 0
-20 6799.657 0
-20 6843.144 0
-20 6886.91 0
-20 6930.955 0
-20 6975.282 0
-20 7019.893 0
-20 7064.789 0
-20 7109.972 0
-20 7155.444 0
-20 7201.206 0
-20 7247.262 0
-20 7293.612 0
-20 7340.258 0
-20 7387.203 0
-20 7434.448 0
-20 7481.995 0
-20 7529.846 0
-20 7578.003 0
-20 7626.469 0
-20 7675.244 0
-20 7724.331 0
-20 7773.732 0
-20 7823.449 0
-20 7873.484 0
-20 7923.839 0
-20 7974.516 0
-20 8025.517 0
-20 8076.844 0
-20 8128.5 0
-20 8180.486 0
-20 8232.804 0
-20 8285.457 0
-20 8338.447 0
-20 8391.776 0
-20 8445.445 0
-20 8499.458 0
-20 8553.817 0
-20 8608.523 0
-20 8663.579 0
-20 8718.987 0
-20 8774.749 0
-20 8830.868 0
-20 8887.346 0
-20 8944.185 0
-20 9001.388 0
-20 9058.957 0
-20 9116.893 0
-20 9175.2 0
-20 9233.881 0
-20 9292.936 0
-20 9352.369 0
-20 9412.182 0
-20 9472.378 0
-20 9532.959 0
-20 9593.927 0
-20 9655.285 0
-20 9717.036 0
-20 9779.181 0
-20 9841.724 0
-20 9904.667 0
-20 9968.012 0
-20 10031.76 0
-20 10095.92 0
-20 10160.49 0
-20 10225.47 0
-20 10290.87 0
-20 10356.68 0
-20 10422.92 0
-20 10489.58 0
-20 10556.67 0
-20 10624.18 0
-20 10692.13 0
-20 10760.51 0
-20 10829.33 0
-20 10898.59 0
-20 10968.29 0
-20 11038.44 0
-20 11109.03 0
-20 11180.08 0
-20 11251.59 0
-20 11323.55 0
-20 11395.96 0
-20 11468.85 0
-20 11542.2 0
-20 11616.02 0
-20 11690.31 0
-20 11765.07 0
-20 11840.32 0
-20 11916.04 0
-20 11992.25 0
-20 12068.95 0
-20 12146.13 0
-20 12223.81 0
-20 12301.99 0
-20 12380.67 0
-20 12459.85 0
-20 12539.54 0
-20 12619.73 0
-20 12700.44 0
-20 12781.67 0
-20 12863.41 0
-20 12945.68 0
-20 13028.48 0
-20 13111.8 0
-20 13195.66 0
-20 13280.05 0
-20 13364.98 0
-20 13450.46 0
-20 13536.48 0
-20 13623.05 0
-20 13710.18 0
-20 13797.86 0
-20 13886.11 0
-20 13974.92 0
-20 14064.29 0
-20 14154.24 0
-20 14244.77 0
-20 14335.87 0
-20 14427.55 0
-20 14519.83 0
-20 14612.69 0
-20 14706.14 0
-20 14800.2 0
-20 14894.85 0
-20 14990.11 0
-20 15085.98 0
-20 15182.46 0
-20 15279.56 0
-20 15377.28 0
-20 15475.63 0
-20 15574.6 0
-20 15674.21 0
-20 15774.46 0
-20 15875.34 0
-20 15976.87 0
-20 16079.05 0
-20 16181.89 0
-20 16285.38 0
-20 16389.53 0
-20 16494.35 0
-20 16599.84 0
-20 16706.01 0
-20 16812.85 0
-20 16920.38 0
-20 17028.59 0
-20 17137.5 0
-20 17247.1 0
-20 17357.41 0
-20 17468.41 0
-20 17580.13 0
-20 17692.57 0
-20 17805.72 0
-20 17919.6 0
-20 18034.2 0
-20 18149.54 0
-20 18265.62 0
-20 18382.43 0
-20 18500 0
-19.47236 2750 0
-19.47236 2767.588 0
