mhjd     flux     flux_err     flag
====     ====     ========     ====
56957.177450 0.268687 0.013265 0.000000
56958.609279 0.261805 0.009647 0.000000
56959.399262 0.245577 0.009275 0.000000
56967.015104 0.255922 0.025968 0.000000
56969.069983 0.284188 0.022735 0.000000
56970.132424 0.281751 0.023665 0.000000
56972.849709 0.327244 0.028487 0.000000
56975.905478 0.288895 0.017701 0.000000
56981.986767 0.287378 0.014615 0.000000
56996.505547 0.323525 0.028870 0.000000
56997.916490 0.385785 0.037147 0.000000
57000.829723 0.251104 0.045426 0.000000
57001.954807 0.360725 0.023973 0.000000
57003.021686 0.305047 0.037712 0.000000
57005.675253 0.352923 0.014982 0.000000
57010.062993 0.302764 0.020939 0.000000
57012.714441 0.414540 0.026249 0.000000
57020.804224 0.424834 0.025519 0.000000
57025.315496 0.462741 0.021830 0.000000
57038.451489 0.519452 0.022868 0.000000
57052.509533 0.516111 0.024467 0.000000
57066.504488 0.551155 0.024959 0.000000
57080.377479 0.602544 0.018049 0.000000
57094.260928 0.475997 0.024336 0.000000
57108.205221 0.523199 0.027510 0.000000
57125.172386 0.524611 0.030404 0.000000
57164.290447 0.390383 0.022876 0.000000
57192.325360 0.435487 0.026830 0.000000
57200.078164 0.367326 0.019989 0.000000
57301.942782 0.115973 0.026670 0.000000
57317.054781 0.112648 0.022593 0.000000
57343.163334 0.064821 0.019863 0.000000
57378.230809 0.047245 0.021425 0.000000
57402.333346 0.072870 0.022699 0.000000
57406.682700 0.039284 0.016744 0.000000
57420.692312 0.023856 0.020636 0.000000
57435.145594 0.067339 0.019385 0.000000
57448.646996 0.058296 0.022688 0.000000
57469.379932 0.033264 0.021571 0.000000
57483.646612 0.053049 0.020825 0.000000
57497.397925 0.012631 0.020371 0.000000
57500.694583 0.050207 0.012446 0.000000
57503.301826 0.031914 0.019302 0.000000
57508.135351 0.063795 0.024565 0.000000
57510.388438 0.091872 0.025500 0.000000
57512.451665 0.070651 0.018669 0.000000
57513.174907 0.043386 0.046179 0.000000
57514.429017 0.023211 0.026400 0.000000
57517.211792 0.053579 0.018892 0.000000
57521.185075 0.089743 0.026025 0.000000
57523.172856 0.092443 0.023631 0.000000
57525.106589 0.045528 0.024068 0.000000
57526.158353 0.073549 0.020111 0.000000
57527.780381 0.073546 0.021442 0.000000
57529.831971 0.055395 0.023597 0.000000
57532.020993 0.045944 0.019300 0.000000
57533.606990 0.069558 0.023036 0.000000
57542.323393 0.072600 0.022607 0.000000
57545.369652 0.059389 0.028309 0.000000
57549.343919 0.086319 0.021973 0.000000
57553.832174 0.100202 0.026212 0.000000
57556.297954 0.064633 0.022932 0.000000
57559.215196 0.049871 0.015239 0.000000
57562.132154 0.073292 0.017372 0.000000
57565.304987 0.077908 0.018862 0.000000
57568.153722 0.098261 0.022397 0.000000
57667.317036 0.000032 0.024610 0.000000
57696.933486 0.030007 0.015875 0.000000
57703.155467 0.025380 0.023759 0.000000
57733.019572 -0.008191 0.020778 0.000000
