mhjd     flux     flux_err     flag
====     ====     ========     ====
56961.595753 -0.001811 0.001254 0.000000
57125.641824 -0.003379 0.002128 0.000000
57126.908394 -0.004121 0.001531 0.000000
57127.673283 -0.008876 0.002319 0.000000
57131.717387 -0.002455 0.001792 0.000000
57137.461264 -0.000750 0.002130 0.000000
57500.395177 0.002888 0.000886 0.000000
57508.152936 0.000817 0.002188 0.000000
57510.406194 -0.006622 0.002719 0.000000
57512.427241 -0.002014 0.001914 0.000000
57513.234285 -0.004027 0.003384 0.000000
57556.313468 -0.001649 0.002742 0.000000
57568.187508 -0.002292 0.003236 0.000000
57696.948583 -0.002592 0.002081 0.000000
57733.034062 -0.006451 0.002907 0.000000
57752.803471 0.000051 0.002527 0.000000
57829.340869 -0.005481 0.002584 0.000000
57848.140882 -0.007426 0.002600 0.000000
57868.684009 0.001055 0.002961 0.000000
57887.022148 -0.001097 0.002545 0.000000
