mhjd     flux     flux_err     flag
====     ====     ========     ====
57009.194848 -0.001578 0.003098 0.000000
57173.314729 0.011190 0.005367 0.000000
57174.821309 0.038632 0.003894 0.000000
57175.394641 0.010809 0.006911 0.000000
57179.434066 0.007775 0.005526 0.000000
57185.203374 0.004720 0.005449 0.000000
57548.114565 0.003556 0.005774 0.000000
57555.870098 -0.004641 0.005376 0.000000
57558.121650 -0.005435 0.006710 0.000000
57560.217110 -0.010679 0.005740 0.000000
57560.951398 -0.002694 0.007314 0.000000
57604.030508 0.000113 0.006775 0.000000
57615.909918 0.011749 0.017219 0.000000
57744.686178 -0.000303 0.006130 0.000000
57780.751808 0.000053 0.006242 0.000000
57800.513223 0.006257 0.006442 0.000000
57877.057713 0.006807 0.006580 0.000000
57895.863093 0.004460 0.008985 0.000000
57916.401066 -0.004035 0.007164 0.000000
57934.737309 -0.008723 0.006558 0.000000
