mhjd     flux     flux_err     flag
====     ====     ========     ====
56724.974902 -0.019643 0.016522 0.000000
56726.964933 0.035347 0.020843 0.000000
56977.469326 0.001560 0.034479 0.000000
56982.204690 0.088199 0.035528 0.000000
56985.388266 0.022490 0.045333 0.000000
56995.653148 0.021954 0.013278 0.000000
57016.202581 0.037232 0.007001 0.000000
57020.325536 0.026206 0.006196 0.000000
57028.409808 0.012859 0.005661 0.000000
57029.187782 0.030193 0.014325 0.000000
57031.123603 0.041870 0.007027 0.000000
57033.905756 0.047564 0.007160 0.000000
57037.078607 0.050567 0.007907 0.000000
57039.088197 0.047905 0.005946 0.000000
57039.867695 0.040152 0.009966 0.000000
57041.126240 0.049308 0.007414 0.000000
57145.424118 0.124402 0.023910 0.000000
57162.393012 0.094082 0.021530 0.000000
57181.607489 0.107322 0.015881 0.000000
57221.383186 0.219426 0.026047 0.000000
57443.903052 0.016144 0.009147 0.000000
57446.066536 0.030678 0.009150 0.000000
57537.798605 -0.012869 0.017743 0.000000
