mhjd     flux     flux_err     flag
====     ====     ========     ====
56994.383114 0.042476 0.012779 0.000000
56995.939041 0.069391 0.010575 0.000000
56996.616561 0.063188 0.011573 0.000000
57004.224925 0.033804 0.025255 0.000000
57006.280469 0.076845 0.026997 0.000000
57007.341134 0.066779 0.024756 0.000000
57010.060438 0.086181 0.019021 0.000000
57013.089653 0.064278 0.015618 0.000000
57019.199027 0.099066 0.012051 0.000000
57033.705778 0.129057 0.031866 0.000000
57035.130579 0.126966 0.050113 0.000000
57038.033815 0.056125 0.037040 0.000000
57039.171168 0.127970 0.029807 0.000000
57040.229958 0.122458 0.071529 0.000000
57042.881058 0.117164 0.015617 0.000000
57047.273859 0.198467 0.018364 0.000000
57049.927753 0.153322 0.021182 0.000000
57058.014159 0.267161 0.017653 0.000000
57062.525662 0.161811 0.022002 0.000000
57075.675257 0.247220 0.021992 0.000000
57089.718772 0.206411 0.017204 0.000000
57103.714090 0.221653 0.019268 0.000000
57117.590062 0.177897 0.025235 0.000000
57131.468683 0.210644 0.018277 0.000000
57145.414081 0.205107 0.027224 0.000000
57162.382552 0.218161 0.025969 0.000000
57201.498425 0.201095 0.036253 0.000000
57229.532105 0.226525 0.032002 0.000000
57237.286482 0.175259 0.025157 0.000000
57339.150670 0.055916 0.025701 0.000000
57354.263709 0.083177 0.023619 0.000000
57380.371759 0.042686 0.018474 0.000000
57415.440185 0.080497 0.018787 0.000000
57439.542211 0.108301 0.019946 0.000000
57443.909335 0.054539 0.018132 0.000000
57457.902401 0.027320 0.020540 0.000000
57472.355220 0.053135 0.018473 0.000000
57485.856567 0.037400 0.021080 0.000000
57506.588009 0.048138 0.021805 0.000000
57520.855292 0.030828 0.024527 0.000000
57534.595710 0.062165 0.019578 0.000000
57537.910849 0.058411 0.010985 0.000000
57540.511679 0.001369 0.018782 0.000000
57545.344668 -0.019259 0.027444 0.000000
57547.597524 0.062250 0.022969 0.000000
57549.792450 0.022970 0.018184 0.000000
57550.383919 0.012541 0.045630 0.000000
57551.637595 0.007501 0.026311 0.000000
57554.420697 -0.010046 0.019609 0.000000
57558.393597 0.057867 0.028165 0.000000
57560.381189 0.032908 0.030742 0.000000
57562.325006 0.001186 0.022983 0.000000
57563.368499 0.042800 0.025485 0.000000
57564.990955 0.037905 0.029560 0.000000
57567.041460 -0.000001 0.024345 0.000000
57569.227529 0.016681 0.028699 0.000000
57570.822271 0.018561 0.028194 0.000000
57579.531448 0.067453 0.039907 0.000000
57582.577885 0.042857 0.036076 0.000000
57586.553441 0.065087 0.036019 0.000000
57591.043326 0.036338 0.032850 0.000000
57593.507362 0.037374 0.031500 0.000000
57596.424045 0.056136 0.033234 0.000000
57599.338331 0.018529 0.029028 0.000000
57602.518619 0.017633 0.033014 0.000000
57605.363274 0.060098 0.026229 0.000000
57704.525695 -0.008990 0.033039 0.000000
57734.140531 0.009757 0.015363 0.000000
57740.365075 -0.002383 0.023500 0.000000
57770.229519 0.024254 0.025136 0.000000
