mhjd     flux     flux_err     flag
====     ====     ========     ====
56744.333226 -0.016174 0.017478 0.000000
56746.326449 0.007304 0.022482 0.000000
56996.836958 0.154935 0.034621 0.000000
57001.569853 0.065624 0.038599 0.000000
57004.753678 0.165293 0.046724 0.000000
57015.031487 0.119217 0.013401 0.000000
57035.568325 0.220467 0.007463 0.000000
57039.675987 0.226927 0.006620 0.000000
57047.771582 0.242261 0.006156 0.000000
57048.555572 0.292713 0.012513 0.000000
57050.496119 0.263324 0.008466 0.000000
57053.306080 0.290136 0.008090 0.000000
57056.452788 0.255224 0.008021 0.000000
57058.567240 0.278099 0.006433 0.000000
57059.232752 0.273495 0.009531 0.000000
57060.506696 0.281286 0.008081 0.000000
57164.790421 0.443773 0.024178 0.000000
57181.759729 0.476176 0.022289 0.000000
57200.973326 0.419439 0.018034 0.000000
57240.750332 0.267401 0.015763 0.000000
57248.971060 0.336549 0.019971 0.000000
57463.267990 0.055211 0.009136 0.000000
57465.434622 0.072682 0.009676 0.000000
57557.164803 0.015690 0.015655 0.000000
