mhjd     flux     flux_err     flag
====     ====     ========     ====
56611.487742 -0.000940 0.002174 0.000000
57004.238427 0.161737 0.030631 0.000000
57006.294232 0.108795 0.032350 0.000000
57007.355003 0.117282 0.030606 0.000000
57010.076301 0.223281 0.041397 0.000000
57013.192476 0.166245 0.025902 0.000000
57016.230883 0.122265 0.017745 0.000000
57020.293144 0.107361 0.016928 0.000000
57025.242609 0.176846 0.014326 0.000000
57028.585154 0.132599 0.013680 0.000000
57029.379795 0.115851 0.023672 0.000000
57031.038580 0.143359 0.015107 0.000000
57032.255505 0.071644 0.040479 0.000000
57033.868351 0.133223 0.014219 0.000000
57034.253065 0.102377 0.049138 0.000000
57037.108797 0.163775 0.017644 0.000000
57039.069523 0.168530 0.013299 0.000000
57039.909450 0.179779 0.028931 0.000000
57041.152039 0.194011 0.018624 0.000000
57047.288293 0.220891 0.028596 0.000000
57049.942185 0.273768 0.036602 0.000000
57058.031572 0.212134 0.025831 0.000000
57062.541735 0.215644 0.038424 0.000000
57075.724441 0.291909 0.033477 0.000000
57089.734957 0.247798 0.027782 0.000000
57103.747061 0.254880 0.035480 0.000000
57117.636565 0.312528 0.039045 0.000000
57131.553399 0.215868 0.034051 0.000000
57145.434096 0.317103 0.033850 0.000000
57162.403482 0.281335 0.037170 0.000000
57181.622648 0.350570 0.039707 0.000000
57201.513982 0.246253 0.038127 0.000000
57221.426096 0.268100 0.039744 0.000000
57229.546562 0.224676 0.041556 0.000000
57237.339671 0.271106 0.028649 0.000000
57339.167880 0.089808 0.033928 0.000000
57354.281354 0.096850 0.030706 0.000000
57380.388727 0.053519 0.027731 0.000000
57415.491899 0.144150 0.026772 0.000000
57439.558750 0.143359 0.032399 0.000000
57446.073190 0.094976 0.025950 0.000000
57457.928272 0.022441 0.024563 0.000000
57472.421178 0.068399 0.030343 0.000000
57485.870156 0.046612 0.031037 0.000000
57506.635502 0.029437 0.030481 0.000000
57520.901568 0.077642 0.028453 0.000000
57534.627447 0.086232 0.022856 0.000000
57537.870727 0.043590 0.022756 0.000000
57540.525320 0.038233 0.025441 0.000000
57554.463480 0.043922 0.029573 0.000000
57558.444270 0.105491 0.039754 0.000000
57560.430945 0.156539 0.040847 0.000000
57562.372792 0.038355 0.033159 0.000000
57563.433319 0.005492 0.035385 0.000000
57565.035251 0.076179 0.039109 0.000000
57567.102845 0.055128 0.032123 0.000000
57569.277178 0.038136 0.033251 0.000000
57570.855102 0.066129 0.040797 0.000000
57579.546338 0.066713 0.033437 0.000000
57582.594130 0.079460 0.040864 0.000000
57586.567324 0.144533 0.040833 0.000000
57591.065971 0.031444 0.042401 0.000000
57596.451671 0.083881 0.041809 0.000000
57599.389066 0.036640 0.031663 0.000000
57602.531360 0.065238 0.034166 0.000000
57704.542416 0.065892 0.032212 0.000000
57740.399627 0.075308 0.023164 0.000000
