mhjd     flux     flux_err     flag
====     ====     ========     ====
57004.896221 0.321612 0.014829 0.000000
57006.351096 0.281636 0.010911 0.000000
57007.119965 0.301964 0.011660 0.000000
57014.732940 0.313865 0.023160 0.000000
57016.786674 0.261574 0.028963 0.000000
57017.849534 0.250032 0.032104 0.000000
57020.567742 0.393024 0.032985 0.000000
57023.773439 0.343541 0.013197 0.000000
57029.704936 0.330550 0.012699 0.000000
57044.158689 0.344242 0.031699 0.000000
57045.621177 0.500699 0.035228 0.000000
57048.545332 0.408960 0.041127 0.000000
57049.674197 0.471804 0.033711 0.000000
57050.738411 0.389671 0.031696 0.000000
57053.387375 0.417900 0.015843 0.000000
57057.782316 0.430239 0.024840 0.000000
57060.435634 0.486397 0.025762 0.000000
57068.522969 0.428647 0.023509 0.000000
57073.033532 0.461914 0.023783 0.000000
57086.185516 0.504594 0.025287 0.000000
57100.227610 0.535545 0.019506 0.000000
57114.222242 0.554236 0.021185 0.000000
57128.096417 0.594699 0.028228 0.000000
57141.978971 0.599263 0.021266 0.000000
57155.921561 0.603037 0.030499 0.000000
57172.890615 0.592572 0.030411 0.000000
57212.002115 0.464471 0.040667 0.000000
57240.039597 0.458226 0.021188 0.000000
57247.794092 0.391237 0.025125 0.000000
57349.658484 0.082401 0.028380 0.000000
57364.772286 0.090656 0.023469 0.000000
57390.879425 0.089637 0.018664 0.000000
57425.948035 0.088792 0.019683 0.000000
57450.050938 0.078144 0.021438 0.000000
57454.425033 0.069626 0.018887 0.000000
57468.409951 0.063302 0.018983 0.000000
57482.863132 0.110009 0.018739 0.000000
57496.364000 0.107482 0.021286 0.000000
57517.094957 0.105152 0.028735 0.000000
57531.363245 0.057950 0.018792 0.000000
57545.108540 0.023599 0.022220 0.000000
57548.413411 0.062183 0.011098 0.000000
57551.019332 0.054668 0.021584 0.000000
57555.853317 0.074354 0.026353 0.000000
57558.104965 0.081195 0.025550 0.000000
57560.310382 0.037524 0.021761 0.000000
57560.891944 -0.006334 0.051582 0.000000
57562.145880 0.015196 0.030482 0.000000
57564.929613 0.041718 0.020152 0.000000
57568.901513 0.082604 0.021045 0.000000
57570.889233 0.040136 0.018324 0.000000
57572.837353 0.067401 0.018321 0.000000
57573.874928 0.050817 0.018692 0.000000
57575.492711 0.049088 0.019012 0.000000
57577.572146 0.059823 0.015514 0.000000
57579.739413 0.063991 0.014964 0.000000
57581.328691 0.059869 0.019552 0.000000
57590.038275 0.046820 0.019135 0.000000
57593.086322 0.041299 0.032818 0.000000
57597.060174 0.071209 0.029244 0.000000
57601.551206 0.043364 0.028326 0.000000
57604.013742 0.025383 0.021865 0.000000
57606.930119 0.072032 0.023355 0.000000
57609.847190 0.043562 0.025498 0.000000
57613.025779 0.071830 0.030464 0.000000
57615.870613 0.057540 0.025213 0.000000
57715.032798 0.044817 0.029642 0.000000
57744.649766 0.042174 0.015059 0.000000
57750.873678 0.023745 0.023933 0.000000
57780.737829 0.041456 0.025216 0.000000
