mhjd     flux     flux_err     flag
====     ====     ========     ====
56621.630262 0.000974 0.000676 0.000000
57014.379593 0.016817 0.027224 0.000000
57016.436658 -0.022094 0.032339 0.000000
57017.498347 -0.023079 0.028095 0.000000
57020.217447 0.002539 0.028939 0.000000
57023.352229 -0.035979 0.020844 0.000000
57026.345035 -0.023642 0.016419 0.000000
57030.456281 -0.023157 0.017107 0.000000
57035.386642 -0.043217 0.016179 0.000000
57038.629458 -0.051585 0.013315 0.000000
57039.522419 -0.028180 0.022258 0.000000
57041.227520 -0.020070 0.014123 0.000000
57042.369825 -0.032443 0.029227 0.000000
57044.019175 -0.042277 0.015501 0.000000
57044.405817 0.019086 0.054183 0.000000
57047.259637 -0.026560 0.016817 0.000000
57049.339065 -0.046649 0.013855 0.000000
57050.042931 -0.011144 0.022517 0.000000
57051.294502 -0.034528 0.016034 0.000000
57057.430882 -0.012501 0.026405 0.000000
57060.085005 -0.043061 0.034072 0.000000
57068.173160 -0.002764 0.029122 0.000000
57072.683893 -0.023023 0.026081 0.000000
57085.867775 -0.067196 0.028174 0.000000
57099.877272 -0.066549 0.024193 0.000000
57113.885151 0.002891 0.031052 0.000000
57127.778050 -0.010737 0.027614 0.000000
57141.694820 0.062663 0.036734 0.000000
57155.577262 -0.062912 0.038133 0.000000
57172.546094 -0.009760 0.037835 0.000000
57191.765758 -0.068976 0.026352 0.000000
57211.657088 -0.005509 0.024768 0.000000
57231.570820 0.009757 0.029896 0.000000
57239.688666 -0.007760 0.028909 0.000000
57247.478506 0.034829 0.032489 0.000000
57349.310883 0.032039 0.032271 0.000000
57364.420487 0.112526 0.030149 0.000000
57390.530391 0.098533 0.031190 0.000000
57425.633412 0.133332 0.035638 0.000000
57449.699516 0.157909 0.030739 0.000000
57456.218986 0.186698 0.025406 0.000000
57468.071125 0.169564 0.028121 0.000000
57482.563307 0.173883 0.028499 0.000000
57496.013649 0.189143 0.031704 0.000000
57516.774802 0.193685 0.024304 0.000000
57531.045459 0.209355 0.025671 0.000000
57544.766394 0.183183 0.035065 0.000000
57548.013351 0.188758 0.021301 0.000000
57550.669454 0.152959 0.025594 0.000000
57564.610489 0.193900 0.030750 0.000000
57568.586392 0.243417 0.028511 0.000000
57570.573281 0.253472 0.027017 0.000000
57572.515504 0.187992 0.029404 0.000000
57573.574342 0.183556 0.030347 0.000000
57575.176081 0.225933 0.034988 0.000000
57577.252013 0.211899 0.028909 0.000000
57579.420575 0.178390 0.026988 0.000000
57580.997403 0.193409 0.031435 0.000000
57589.689247 0.198139 0.029783 0.000000
57592.735411 0.218531 0.032712 0.000000
57596.710666 0.132451 0.034497 0.000000
57601.210012 0.196391 0.027433 0.000000
57606.590034 0.198635 0.031083 0.000000
57609.522581 0.186851 0.033800 0.000000
57612.673454 0.256437 0.028074 0.000000
57714.686447 0.067125 0.028522 0.000000
57750.534130 0.021995 0.027248 0.000000
