mhjd     flux     flux_err     flag
====     ====     ========     ====
57017.911060 0.000207 0.001456 0.000000
57182.210706 0.000075 0.001908 0.000000
57183.499322 0.000073 0.001376 0.000000
57184.250413 0.003967 0.002392 0.000000
57188.284131 0.000293 0.002197 0.000000
57194.059682 -0.002279 0.002204 0.000000
57556.971250 -0.001878 0.002364 0.000000
57564.726983 -0.000972 0.002108 0.000000
57566.980855 -0.004104 0.002598 0.000000
57569.157580 -0.001441 0.002329 0.000000
57569.809708 -0.002879 0.003081 0.000000
57612.889550 -0.000929 0.002601 0.000000
57624.761639 -0.001373 0.003818 0.000000
57753.549568 -0.002301 0.002384 0.000000
57789.612841 -0.000577 0.004066 0.000000
57809.369557 0.001413 0.003906 0.000000
57885.915872 -0.003481 0.002833 0.000000
57904.720136 -0.004237 0.002396 0.000000
57925.258059 -0.001982 0.002671 0.000000
57943.596214 -0.001090 0.002715 0.000000
