mhjd     flux     flux_err     flag
====     ====     ========     ====
56621.597580 0.029138 0.021979 0.000000
57014.379593 0.035492 0.027224 0.000000
57016.436658 -0.018156 0.032339 0.000000
57017.499058 -0.008698 0.022309 0.000000
57020.217447 0.012687 0.028939 0.000000
57023.352229 -0.023106 0.020844 0.000000
57026.345035 0.009257 0.016419 0.000000
57030.456281 0.004837 0.017107 0.000000
57035.386642 -0.006613 0.016179 0.000000
57038.831555 -0.013424 0.010819 0.000000
57039.463460 0.005448 0.013839 0.000000
57041.247835 0.006023 0.009444 0.000000
57042.369825 -0.009593 0.029227 0.000000
57044.031741 -0.000222 0.011140 0.000000
57044.405817 0.032758 0.054183 0.000000
57047.259637 0.007369 0.016817 0.000000
57049.339065 -0.019562 0.013855 0.000000
57050.042931 0.011726 0.022517 0.000000
57051.294502 -0.005340 0.016034 0.000000
57057.430882 0.019438 0.026405 0.000000
57060.085005 -0.019972 0.034072 0.000000
57068.173160 0.031935 0.029122 0.000000
57072.683893 0.004253 0.026081 0.000000
57085.867775 -0.042814 0.028174 0.000000
57099.879797 -0.024084 0.029050 0.000000
57113.885151 0.045546 0.031052 0.000000
57127.778050 0.012195 0.027614 0.000000
57141.694820 0.085735 0.036734 0.000000
57155.577262 -0.034547 0.038133 0.000000
57172.546094 0.027287 0.037835 0.000000
57191.765758 -0.031911 0.026352 0.000000
57211.657088 0.005044 0.024768 0.000000
57231.570820 0.032027 0.029896 0.000000
57239.689594 0.010307 0.026764 0.000000
57247.468260 0.053758 0.032420 0.000000
57349.310883 0.060344 0.032271 0.000000
57364.420487 0.143572 0.030149 0.000000
57390.530391 0.123617 0.031190 0.000000
57425.633412 0.148917 0.035638 0.000000
57449.700182 0.187642 0.024303 0.000000
57456.218986 0.197812 0.025406 0.000000
57468.071125 0.182345 0.028121 0.000000
57482.563307 0.203863 0.028499 0.000000
57496.010648 0.153238 0.040282 0.000000
57516.774802 0.206152 0.024304 0.000000
57531.045459 0.227814 0.025671 0.000000
57544.766394 0.200413 0.035065 0.000000
57548.013351 0.211893 0.021301 0.000000
57550.669454 0.167869 0.025594 0.000000
57564.610489 0.213323 0.030750 0.000000
57568.580467 0.215026 0.025193 0.000000
57570.573281 0.228019 0.027017 0.000000
57572.515504 0.196672 0.029404 0.000000
57573.574342 0.185813 0.030347 0.000000
57575.176081 0.215550 0.034988 0.000000
57577.252013 0.223119 0.028909 0.000000
57579.420575 0.172018 0.026988 0.000000
57580.997403 0.197466 0.031435 0.000000
57589.689247 0.190544 0.029783 0.000000
57592.735411 0.204305 0.032712 0.000000
57596.710666 0.145971 0.034497 0.000000
57601.208746 0.210073 0.027485 0.000000
57606.590034 0.190746 0.031083 0.000000
57609.522581 0.191750 0.033800 0.000000
57612.673454 0.252571 0.028074 0.000000
57714.686447 0.089587 0.028522 0.000000
57750.534130 0.053686 0.027248 0.000000
