mhjd     flux     flux_err     flag
====     ====     ========     ====
57004.522956 0.016457 0.010472 0.000000
57005.981739 -0.001768 0.008605 0.000000
57006.749054 -0.009708 0.010888 0.000000
57014.365758 -0.009838 0.017120 0.000000
57016.420857 0.021379 0.018707 0.000000
57017.483057 0.006210 0.018428 0.000000
57020.202799 0.016119 0.021026 0.000000
57023.289021 0.014302 0.013044 0.000000
57029.327210 -0.010876 0.010218 0.000000
57043.830484 -0.031495 0.022317 0.000000
57045.262228 -0.037506 0.030650 0.000000
57048.182907 0.018977 0.032931 0.000000
57049.299779 0.001131 0.027631 0.000000
57050.368889 -0.022107 0.036006 0.000000
57053.020739 -0.013323 0.010417 0.000000
57057.415997 -0.012185 0.016071 0.000000
57060.068789 0.006100 0.015359 0.000000
57068.158635 0.008737 0.016660 0.000000
57072.667589 0.000099 0.018983 0.000000
57085.819091 -0.026452 0.016100 0.000000
57099.860799 0.019714 0.021882 0.000000
57113.856772 -0.006175 0.016501 0.000000
57127.729882 0.015721 0.017624 0.000000
57141.613810 -0.002621 0.014957 0.000000
57155.555473 -0.000998 0.022874 0.000000
57172.525127 0.049285 0.022950 0.000000
57211.640816 0.021266 0.019421 0.000000
57239.674513 0.028966 0.020491 0.000000
57247.429897 0.021863 0.022980 0.000000
57349.293552 0.043826 0.023235 0.000000
57364.407273 0.064625 0.022014 0.000000
57390.514217 0.117790 0.021502 0.000000
57425.581338 0.103405 0.020618 0.000000
57449.684480 0.160007 0.019319 0.000000
57454.047328 0.175214 0.015486 0.000000
57468.045761 0.160304 0.020609 0.000000
57482.497032 0.138087 0.021190 0.000000
57495.998208 0.193480 0.022123 0.000000
57516.731349 0.171251 0.022620 0.000000
57530.998012 0.148148 0.017995 0.000000
57544.741645 0.149132 0.024644 0.000000
57548.029136 0.174226 0.011812 0.000000
57550.653761 0.187247 0.023069 0.000000
57555.486770 0.203184 0.023076 0.000000
57557.739237 0.187023 0.020371 0.000000
57559.847137 0.125555 0.017763 0.000000
57560.526106 0.141445 0.048035 0.000000
57561.779732 0.180022 0.025374 0.000000
57564.563408 0.162673 0.016444 0.000000
57568.536324 0.183842 0.022492 0.000000
57570.524131 0.197261 0.025732 0.000000
57572.470823 0.194683 0.023877 0.000000
57573.509193 0.133507 0.022484 0.000000
57575.130797 0.202454 0.020003 0.000000
57577.189378 0.160871 0.020722 0.000000
57579.370461 0.214327 0.021466 0.000000
57580.964979 0.158898 0.023655 0.000000
57589.673037 0.179369 0.027448 0.000000
57592.719378 0.180183 0.022619 0.000000
57596.695004 0.152548 0.023729 0.000000
57601.186009 0.154444 0.023834 0.000000
57603.649113 0.141281 0.019211 0.000000
57606.563063 0.128034 0.023028 0.000000
57609.483388 0.159439 0.019583 0.000000
57612.657741 0.155473 0.024870 0.000000
57615.504669 0.141714 0.020133 0.000000
57714.668568 -0.004474 0.022781 0.000000
57744.283009 0.029290 0.015021 0.000000
57750.506108 0.022795 0.018712 0.000000
57780.371799 0.000415 0.018423 0.000000
