mhjd     flux     flux_err     flag
====     ====     ========     ====
56998.695703 -0.006140 0.003115 0.000000
57162.845766 -0.005172 0.004781 0.000000
57164.094894 0.002737 0.003873 0.000000
57164.887290 0.002273 0.006844 0.000000
57168.919838 0.003325 0.005599 0.000000
57174.695487 0.000541 0.004825 0.000000
57545.361788 0.000346 0.005299 0.000000
57547.614685 -0.000795 0.005232 0.000000
57549.780074 0.004419 0.006542 0.000000
57550.445720 -0.009779 0.007332 0.000000
57593.521661 0.011005 0.017610 0.000000
57605.391408 -0.009594 0.009051 0.000000
57734.179466 -0.004291 0.006768 0.000000
57770.243992 -0.002159 0.006418 0.000000
57790.006197 0.008760 0.009795 0.000000
57866.549691 -0.001164 0.006763 0.000000
57885.351310 -0.014627 0.007077 0.000000
57905.892836 -0.002239 0.006705 0.000000
57924.230620 -0.007887 0.006558 0.000000
