mhjd     flux     flux_err     flag
====     ====     ========     ====
56621.996074 -0.017185 0.000963 0.000000
57014.745855 0.360593 0.029600 0.000000
57016.802122 0.442356 0.046427 0.000000
57017.865396 0.418512 0.026135 0.000000
57020.584593 0.437885 0.049175 0.000000
57023.635304 0.499172 0.018278 0.000000
57026.748392 0.363191 0.021365 0.000000
57030.798958 0.463961 0.016724 0.000000
57035.753091 0.469196 0.017798 0.000000
57039.215204 0.455252 0.012582 0.000000
57039.885801 0.473980 0.014309 0.000000
57041.595368 0.447404 0.011823 0.000000
57042.799866 0.520708 0.035853 0.000000
57044.357378 0.382707 0.012387 0.000000
57044.775166 0.428377 0.055761 0.000000
57047.625150 0.492974 0.022297 0.000000
57049.636112 0.535580 0.015195 0.000000
57050.417212 0.518625 0.030858 0.000000
57051.639005 0.475455 0.022788 0.000000
57057.797054 0.596815 0.029682 0.000000
57060.450744 0.553363 0.034015 0.000000
57068.540459 0.543760 0.029149 0.000000
57073.049469 0.590904 0.035656 0.000000
57086.233563 0.632068 0.035926 0.000000
57100.242482 0.657470 0.029012 0.000000
57114.254611 0.713915 0.035590 0.000000
57128.143717 0.787579 0.042866 0.000000
57142.060864 0.732034 0.039674 0.000000
57155.941956 0.768397 0.039137 0.000000
57172.911915 0.748397 0.042429 0.000000
57192.131651 0.701010 0.034658 0.000000
57212.024592 0.750387 0.050641 0.000000
57231.921917 0.603648 0.032607 0.000000
57240.056720 0.567212 0.024398 0.000000
57247.848833 0.623503 0.031249 0.000000
57349.676172 0.148626 0.033515 0.000000
57364.788999 0.172729 0.031930 0.000000
57390.896229 0.179521 0.026656 0.000000
57425.998746 0.157538 0.029474 0.000000
57450.066368 0.179682 0.028130 0.000000
57456.582476 0.129295 0.026302 0.000000
57468.438371 0.131302 0.026056 0.000000
57482.929984 0.122262 0.028588 0.000000
57496.378526 0.197841 0.031810 0.000000
57517.147283 0.121493 0.027659 0.000000
57531.409269 0.107569 0.034277 0.000000
57545.135176 0.099101 0.022941 0.000000
57548.378461 0.125330 0.020329 0.000000
57551.034445 0.134862 0.022634 0.000000
57564.970813 0.111212 0.029294 0.000000
57568.944966 0.135790 0.030184 0.000000
57570.939497 0.143590 0.030588 0.000000
57572.879577 0.126874 0.031949 0.000000
57573.939923 0.130327 0.020105 0.000000
57575.542035 0.153160 0.028852 0.000000
57577.610490 0.129487 0.024392 0.000000
57579.787184 0.113087 0.028423 0.000000
57581.363505 0.087345 0.037892 0.000000
57590.054898 0.099091 0.033007 0.000000
57593.100051 0.053432 0.030346 0.000000
57597.077350 0.103372 0.030981 0.000000
57601.575906 0.119054 0.027592 0.000000
57606.956736 0.133485 0.031190 0.000000
57609.897666 0.077487 0.029219 0.000000
57613.040044 0.135946 0.042607 0.000000
57715.049815 0.094996 0.036624 0.000000
57750.905545 0.106895 0.024700 0.000000
